s1_entity_id,country,has_true_pair,num_true_matches,true_target_sources,true_target_ids,name_raw,addr_raw,name_normalized,addr_normalized,routes_attempted,nearest_gt_name_similarity,category
S1-838016254,India,True,4,"S2,S3","S2-931148822,S2-413298130,S3-950314191,S2-752037400",First Perfect Infra,"Coral Merchant Street, Mannady, No.158, ",first perfect infra,coral merchant street mannady number 158,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",95.0,B_True_Matched_Retrieval_Failure
S1-694894066,India,True,1,S2,S2-811189725,Silver Guru It Private Limited,"R/O Bhatia Market, Jaisalmer, Rajasthan",silver guru it private limited,r o bhatia market jaisalmer rajasthan,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",12.7,B_True_Matched_Retrieval_Failure
S1-481893163,India,True,8,"S2,S3","S2-555477581,S2-567674068,S2-416886078,S2-961620609,S3-35287462,S3-11196037,S3-946840683,S2-70390045",Jai Future Developers Pvt Ltd,"Office No. A-816, 8 Floor, Urbtech Trade",jai future developers private limited,office number a 816 8 floor urbtech trad,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",98.31,B_True_Matched_Retrieval_Failure
S1-820897789,US,True,2,"S3,S2","S3-596955447,S2-719730304",Payne Custom Newtekone Inc,"Tulsa, OK, Unit APARTMENT  1807, 9733 De",payne custom newtekone incorporated,tulsa ok unit apartment 1807 9733 delawa,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-18914210,India,True,5,"S3,S2","S3-979086301,S3-377356808,S3-197529073,S3-945110275,S2-708822186",Red Premier Constructions Limited,"Pune, Maharashtra, Kondhwa, Fl-403 Bl-08",red premier constructions limited,pune maharashtra kondhwa floor 403 bl 08,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",80.85,B_True_Matched_Retrieval_Failure
S1-802295027,India,True,2,S3,"S3-546532051,S3-875831413",Sadar Bazar Construction Pvt Ltd,"Desk No. 2, 1005, Ground Floor, Sector 3",sadar bazar construction private limited,desk number 2 1005 ground floor sector 3,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",98.46,B_True_Matched_Retrieval_Failure
S1-424720329,India,True,3,"S2,S3","S2-337479645,S3-754495221,S2-222795299",Enterprises Financial Private Limited,"#4-67 Reddigudem, Reddigudem Mandal, Kri",enterprises financial private limited,4 67 reddigudem reddigudem mandal krishn,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-429871380,India,True,1,S3,S3-599317651,Chennai Source Private Limited,"Flat-7, Om Apartments, 19 Prithvi Avenue",chennai source private limited,flat 7 om apartments 19 prithvi avenue 2,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-825004042,US,True,2,"S2,S3","S2-645894895,S3-256570218",Eaton Partners,"KY, Saint Matthews, 4038 Dutchmans Ln",eaton partners,ky saint matthews 4038 dutchmans lane,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-260405031,US,False,0,,,Juniper Runway LLC,"West Des Moines, IA, 6580 Center Street",juniper runway limited liability company,west des moines ia 6580 center street,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",0.0,A_True_Singleton
S1-448596457,India,True,1,S3,S3-752935022,Emerging Educational Society,"Khata No. 1970, Haryana, Sonipat, Khewat",emerging educational society,khata number 1970 haryana sonipat khewat,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-272263234,India,True,1,S2,S2-719495741,Hospitality Educational Society,"D-63/11, Bindal Complex, Ground Floor, M",hospitality educational society,d 63 11 bindal complex ground floor mahm,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-239335024,India,True,7,"S2,S3","S2-55539000,S2-907035255,S3-613032376,S2-983638741,S3-65879611,S3-433146539,S3-789418289",Multi Innovation Ltd,"Cosmos Appt Sector-10, P-28, New Delhi, ",multi innovation limited,cosmos appt sector 10 p 28 new delhi dwa,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-107242825,US,True,3,"S2,S3","S2-882028031,S3-452264648,S3-746043776",Metropolitan Environmental Concepts Corp,"TX, Cleveland, 343 County Road 5251",metropolitan environmental concepts corp,tx cleveland 343 county road 5251,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",98.77,B_True_Matched_Retrieval_Failure
S1-745367323,India,True,5,"S3,S2","S3-260441190,S3-865841448,S2-735312457,S3-942706030,S3-736602143",Thane Four LLP,"Thane, Maharashtra, Nr. Bal Bhavan Dombi",thane four limited liability partnership,thane maharashtra nr bal bhavan dombival,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-536490190,India,True,2,"S2,S3","S2-266862339,S3-883300509",Value Services Public Limited,"Shop No B/16, Surat, Gujarat, Bhagavati ",value services public limited,shop number b 16 surat gujarat bhagavati,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",96.55,B_True_Matched_Retrieval_Failure
S1-349314208,US,True,6,"S2,S3","S2-808832023,S2-199122478,S2-893251389,S2-619875672,S2-536087717,S3-743219026",Interstate Desert Antimony LLC,"Bartlesville, OK, 1419 Arbor Drive",interstate desert antimony limited liabi,bartlesville ok 1419 arbor drive,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-905014056,India,True,2,"S2,S3","S2-703012555,S3-18393149",MS Engineering Limited,"Vpp - 2/450 A, Kuzhikkad, Puthencruz, Er",ms engineering limited,vpp 2 450 a kuzhikkad puthencruz ernakul,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",85.0,B_True_Matched_Retrieval_Failure
S1-134400007,India,True,2,"S2,S3","S2-216205562,S3-523340007",Southern Electric Limited,Flat No E 218 Venktesh Plaza Chs Ltd Sta,southern electric limited,flat number e 218 venktesh plaza chs ltd,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-839892141,India,True,3,"S3,S2","S3-463387073,S2-791854362,S3-145025943",New International Business Limited,P 11 Pubali Diamond Parkp O Joka P S Tha,new international business limited,p 11 pubali diamond parkp o joka p s tha,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",87.72,B_True_Matched_Retrieval_Failure
S1-295299694,India,True,2,"S3,S2","S3-903117551,S2-552940964",Mm Traders Pvt. Ltd.,"H. No. 93, Gurushware Wali Gali Village ",mm traders private limited,h number 93 gurushware wali gali village,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",60.0,B_True_Matched_Retrieval_Failure
S1-967591202,India,True,2,S3,"S3-5178839,S3-101143441",Maa Yash Pvt. Ltd.,12Th Floor Devika Towernehru Tower Nehru,maa yash private limited,12th floor devika towernehru tower nehru,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",83.87,B_True_Matched_Retrieval_Failure
S1-158811093,US,True,1,S2,S2-160861050,Family Heartland Medicine PLLC,"Austin, TX, 101 Buckeye Trail",family heartland medicine pllc,austin tx 101 buckeye trail,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",21.82,B_True_Matched_Retrieval_Failure
S1-479377375,India,True,1,S2,S2-403294819,Surat Infra Pvt Ltd,"Gujarat, Shop-3, Plot No.218, Kamal Park",surat infra private limited,gujarat shop 3 plot number 218 kamal par,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",90.48,B_True_Matched_Retrieval_Failure
S1-319999065,India,False,0,,,Sai My Infotech Private Limited,"G-63, First Floor Rear Side, New Delhi, ",sai my infotech private limited,g 63 first floor rear side new delhi sou,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",0.0,A_True_Singleton
S1-490538602,India,True,5,"S3,S2","S3-66982912,S3-675069208,S2-215164098,S3-730316540,S3-32440799",Associated Chit Private Limited,"Iishreeii 38/304, Anand Nagar Vakola Pol",associated chit private limited,iishreeii 38 304 anand nagar vakola poli,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-608098353,India,False,0,,,North Big Media Private Limited,"Hno. 100, Sylvan County Paranur Railway ",north big media private limited,hno 100 sylvan county paranur railway st,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",0.0,A_True_Singleton
S1-102360834,India,False,0,,,Exports Ahmedabad Solutions Private Limi,"D-13/14/15 Industrial Area, Bhagwati Gan",exports ahmedabad solutions private limi,d 13 14 15 industrial area bhagwati ganj,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",0.0,A_True_Singleton
S1-155156449,India,True,4,"S2,S3","S2-891355512,S3-118448934,S3-719156808,S2-159294820",Four (India) Consultants Limited,"Delhi, Pocket 1, Sector 23, North West D",four india consultants limited,delhi pocket 1 sector 23 north west delh,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",96.88,B_True_Matched_Retrieval_Failure
S1-542067369,India,True,3,"S2,S3","S2-928916268,S3-244028844,S3-204796287",Bangalore Holidays Company,"No-20, 7/1, 1St Cross, 100Ft Road Sriniv",bangalore holidays company,number 20 7 1 1st cross 100ft road srini,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-362233823,US,False,0,,,Pioneer First All,"Munford, 76 Locust Drive, TN",pioneer first all,munford 76 locust drive tn,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",0.0,A_True_Singleton
S1-466719177,India,True,4,"S2,S3","S2-3955573,S2-952567821,S2-897469927,S3-88513581",Seven Silver Energy LLP,"H.No 76/97-Slv-71-72, Vasavi Nagar, Kurn",seven silver energy limited liability pa,h number 76 97 slv 71 72 vasavi nagar ku,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-954542952,US,True,2,"S3,S2","S3-84101423,S2-809323207",Aurora Seas PLLC,"WI, Town Of Brazeau, 9545 Marl Lake Road",aurora seas pllc,wi town of brazeau 9545 marl lake road,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",93.75,B_True_Matched_Retrieval_Failure
S1-131321754,India,True,2,"S2,S3","S2-226806753,S3-129442391",Super Real Infotech Private Limited,"Siliguri, C/O Mahesh Sah, Jalpaiguri, Sh",super real infotech private limited,siliguri c o mahesh sah jalpaiguri shant,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",97.14,B_True_Matched_Retrieval_Failure
S1-797353906,India,True,2,"S2,S3","S2-733023039,S3-991290468",Sun Infrastructure Pvt Ltd,"Plot No 403, Zion Nagar, Vanchuvanchery,",sun infrastructure private limited,plot number 403 zion nagar vanchuvancher,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-585051852,India,True,2,"S2,S3","S2-171546456,S3-380787056",Balaji Shiv Services Private Limited,"Survey No. 1309, Village Dhamatvan, Talu",balaji shiv services private limited,survey number 1309 village dhamatvan tal,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",11.11,B_True_Matched_Retrieval_Failure
S1-736423776,India,True,2,"S3,S2","S3-844466964,S2-319406343",Central Signs Private Limited,"S/94, 01, Vaibhav Kirloskar, 03 Cross, 0",central signs private limited,s 94 01 vaibhav kirloskar 03 cross 03 st,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",88.46,B_True_Matched_Retrieval_Failure
S1-47059547,India,True,2,"S2,S3","S2-282573560,S3-240338530",Anand Balaji Healthcare Private Limited,"Vulcan House 1St Floor, Shakuntal 46/10 ",anand balaji healthcare private limited,vulcan house 1st floor shakuntal 46 10 c,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",10.39,B_True_Matched_Retrieval_Failure
S1-580503972,US,True,1,S2,S2-139045396,Green Transition,"Springfield, Unit 209B, MA, 215 Bicenten",green transition,springfield unit 209b ma 215 bicentennia,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-312944819,India,True,2,"S2,S3","S2-559886483,S3-915587463",Apple Traders Group,"Dno.9-14-5/18/4F/504 Kotu, Empire Vip Ro",apple traders group,dno 9 14 5 18 4f 504 kotu empire vip roa,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",86.67,B_True_Matched_Retrieval_Failure
S1-819507370,India,True,3,S3,"S3-243088672,S3-968224278,S3-994988476",Human Enclave Private Limited,"Silver Strip Vakola Santacruz West, Mumb",human enclave private limited,silver strip vakola santacruz west mumba,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",95.08,B_True_Matched_Retrieval_Failure
S1-439931875,US,True,1,S3,S3-524304803,Preferred Solutions LLC,"North Attleborough, 66 Johnson Street, M",preferred solutions limited liability co,north attleborough 66 johnson street ma,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",95.65,B_True_Matched_Retrieval_Failure
S1-38818211,India,True,2,"S3,S2","S3-304155925,S2-914397972",South My Consulting Private Limited,"C/O Chikkaveeraiah, Bhuvaneswarinagar, 2",south my consulting private limited,c o chikkaveeraiah bhuvaneswarinagar 2nd,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",90.91,B_True_Matched_Retrieval_Failure
S1-805235883,US,True,2,"S3,S2","S3-999276163,S2-171358738","Heritage Agricultural Services, Inc","IL, Galena, 225 Diagonal Street",heritage agricultural services incorpora,il galena 225 diagonal street,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",90.91,B_True_Matched_Retrieval_Failure
S1-457610273,India,True,2,"S2,S3","S2-915640564,S3-373114364",Sun Maa Hospitality Pvt Ltd,"Shop No.1056-57, Hariom Market, Ring Roa",sun maa hospitality private limited,shop number 1056 57 hariom market ring r,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",87.72,B_True_Matched_Retrieval_Failure
S1-545932605,India,False,0,,,Urban Investment Limited,"Flat No.22, T A Enclave 43 A Velacherry ",urban investment limited,flat number 22 t a enclave 43 a velacher,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",0.0,A_True_Singleton
S1-723441198,India,True,2,"S2,S3","S2-242643209,S3-835362492",Bhubaneswar Talent Pvt Ltd,"Flat No- S-2, Nalini Enclave, Plot No- 1",bhubaneswar talent private limited,flat number s 2 nalini enclave plot numb,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",68.09,B_True_Matched_Retrieval_Failure
S1-446570640,India,False,0,,,First Future Properties Pvt Ltd,"Kerala, 467 Thengumpallil House, Chappan",first future properties private limited,kerala 467 thengumpallil house chappanth,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",0.0,A_True_Singleton
S1-795664199,US,False,0,,,Direct Printing Collective,"IN, Franklin, 2415 Somerset Circle",direct printing collective,in franklin 2415 somerset circle,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",0.0,A_True_Singleton
S1-192848693,India,True,2,S3,"S3-886622693,S3-62468637",Aurangabad Pr Private Limited,"Plot No 23 Gut No 84, Jagdam Hotel, Back",aurangabad pr private limited,plot number 23 gut number 84 jagdam hote,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",93.33,B_True_Matched_Retrieval_Failure
S1-440875167,India,True,3,"S3,S2","S3-113255385,S2-364015,S3-253160959",Eagle Nursing Home,"C/O Bebi Taiyaba, Naibasti, Mary Adpatti",eagle nursing home,c o bebi taiyaba naibasti mary adpatti b,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-506886544,India,True,3,"S2,S3","S2-295278397,S2-330285390,S3-814254222",Perfect City International,"# 72/B, 1St Main Road, Prakash Nagar, Ma",perfect city international,72 b 1st main road prakash nagar madhava,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",87.27,B_True_Matched_Retrieval_Failure
S1-825673215,US,True,1,S2,S2-936657972,Downtown Bakery PLLC,"TX, 5551 343, Forestburg",downtown bakery pllc,tx 5551 343 forestburg,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-652688484,India,False,0,,,Northwest Creations Private Limited,"Sangam Tower, Plot No - 8 M.P.Nagar, Zon",northwest creations private limited,sangam tower plot number 8 m p nagar zon,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",0.0,A_True_Singleton
S1-866742814,India,True,2,"S3,S2","S3-265570077,S2-28118854",Sun Intelligence Pvt Ltd,"Old No.97 (New No.274) Bss Road, Palayak",sun intelligence private limited,old number 97 new number 274 bss road pa,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",92.31,B_True_Matched_Retrieval_Failure
S1-309676633,US,True,6,"S3,S2","S3-158384884,S3-918411650,S3-974345012,S3-714709805,S2-906282759,S2-316107219",Chiropractic Optimal Specialists LLC,"Lincolnville, ME, 77 Robbins Road",chiropractic optimal specialists limited,lincolnville me 77 robbins road,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",96.0,B_True_Matched_Retrieval_Failure
S1-991204641,US,True,2,"S2,S3","S2-202987983,S3-68178948",Federal Procap LLC,"NY, Unit Unit X2, 1155 Warburton Avenue,",federal procap limited liability company,ny unit unit x2 1155 warburton avenue yo,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",94.74,B_True_Matched_Retrieval_Failure
S1-47813693,US,True,3,"S3,S2","S3-784672231,S3-890169309,S2-428344824",Tri-State Summit Truist,"New York, 22 River Terrace, NY",tri state summit truist,new york 22 river terrace ny,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-537797348,US,True,4,"S3,S2","S3-75128404,S3-561468299,S3-158467558,S2-357284908",Highland Popular Inc,"CA, 3621 Fallis Circle, Sacramento",highland popular incorporated,ca 3621 fallis circle sacramento,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-923325588,US,True,4,"S2,S3","S2-427548446,S2-339955681,S3-201015729,S2-444777328",Quality Diagnostic Products Group,"Collegedale, 9750 Owl Nest Road, TN",quality diagnostic products group,collegedale 9750 owl nest road tn,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",96.97,B_True_Matched_Retrieval_Failure
S1-799043762,India,True,1,S3,S3-324095034,Ganesh Management Private Limited,"Hno 699 Kadam Wakwasti Tal Haveli, Pune,",ganesh management private limited,hno 699 kadam wakwasti tal haveli pune m,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",87.88,B_True_Matched_Retrieval_Failure
S1-259041708,India,True,3,"S2,S3","S2-119817868,S2-955098512,S3-669283636",Guru Renewable Private Limited,"Uttar Pradesh, Kh 372-373, Lucknow, Faiz",guru renewable private limited,uttar pradesh kh 372 373 lucknow faizull,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",92.86,B_True_Matched_Retrieval_Failure
S1-169443882,India,True,3,"S3,S2","S3-908957644,S2-562142723,S2-390816011",Prime Bharat Producer Private Limited,"Kozhikode, Room No 1622, Kerala, 6Th Flo",prime bharat producer private limited,kozhikode room number 1622 kerala 6th fl,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",94.29,B_True_Matched_Retrieval_Failure
S1-516659618,US,True,4,"S2,S3","S2-420556386,S2-603459723,S2-633521665,S3-563832476",Orthopedic Custom Physicians Inc.,"TN, Selmer, 2660 Sulphur Springs Road",orthopedic custom physicians incorporate,tn selmer 2660 sulphur springs road,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",92.31,B_True_Matched_Retrieval_Failure
S1-710972218,US,True,2,"S2,S3","S2-983127913,S3-417308544",Environmental Fellowship P.C.,"Wheeling, IL, 569 Shelly Court",environmental fellowship p c,wheeling il 569 shelly court,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-366851005,US,True,1,S2,S2-228202196,Blue Aimei,"Grand Prairie, TX, 663 Owen Trail",blue aimei,grand prairie tx 663 owen trail,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",10.0,B_True_Matched_Retrieval_Failure
S1-155407069,India,True,4,"S3,S2","S3-433766290,S2-385350504,S2-661019639,S2-94367503",Imperial Technologies Private Limited,"#15, 2Nd Phase, 3Rd Cross, Sry Lyt Near ",imperial technologies private limited,15 2nd phase 3rd cross sry lyt near stre,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",91.67,B_True_Matched_Retrieval_Failure
S1-754829688,India,True,3,"S2,S3","S2-27584839,S3-598601962,S3-844974975",Eureka Solutions Ltd,"Coromandal House, 1-2-10, Sardar Patel R",eureka solutions limited,coromandal house 1 2 10 sardar patel roa,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",97.56,B_True_Matched_Retrieval_Failure
S1-89433334,US,True,3,"S2,S3","S2-859319938,S3-278239383,S3-106197889",Custom Wireless Group LLC,"Copperas Cove, TX, 2006 Boland Street",custom wireless group limited liability ,copperas cove tx 2006 boland street,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",96.15,B_True_Matched_Retrieval_Failure
S1-235880044,US,True,5,"S3,S2","S3-536431940,S3-988125559,S2-318874246,S3-172976608,S2-47543950",Jasper Interactive LLC,"UT, City Of North Salt Lake, Unit 935, 9",jasper interactive limited liability com,ut city of north salt lake unit 935 950 ,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-704827080,US,True,3,"S2,S3","S2-867837150,S2-108591181,S3-224439782",Grand Liberty Quantum L.L.C.,"TX, Henrietta, 167 Chapman Road",grand liberty quantum l l c,tx henrietta 167 chapman road,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-728923654,US,True,2,S3,"S3-124791629,S3-69548739",Wilson Metropolitan Telecommunication In,"AL, Lanett, 4926 Veterans Memorial Parkw",wilson metropolitan telecommunication in,al lanett 4926 veterans memorial parkway,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",93.67,B_True_Matched_Retrieval_Failure
S1-703045329,India,True,3,"S2,S3","S2-469398335,S2-381883981,S3-760231211",Shakti Lotus Infrastructure Limited,"H.No:6-23, P/136-137, Ksr, Township, Kun",shakti lotus infrastructure limited,h number 6 23 p 136 137 ksr township kun,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",93.94,B_True_Matched_Retrieval_Failure
S1-657150372,India,True,3,"S3,S2","S3-313032326,S2-953788065,S3-899287750",Gujarat Marketing Limited,"D.No.1-2-88, Akkireddipalem Bhpv Post, G",gujarat marketing limited,d number 1 2 88 akkireddipalem bhpv post,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",91.3,B_True_Matched_Retrieval_Failure
S1-305940241,India,True,3,"S2,S3","S2-40756454,S2-297300947,S3-163489013",Constructions Travels Private Limited,"South West, B - 1/11 Vasant Vihar, New D",constructions travels private limited,south west b 1 11 vasant vihar new delhi,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",98.63,B_True_Matched_Retrieval_Failure
S1-689927719,India,True,5,"S3,S2","S3-804613231,S3-374834051,S3-944244545,S3-212305350,S2-426163596",Lotus Ace Foundation Private Limited,"Plot No- B-Ii, (Scr), 1St Floor, Indradh",lotus ace foundation private limited,plot number b ii scr 1st floor indradhan,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-468905549,India,False,0,,,Rock Services LLP,"Haveli, Pune, Flat No- C404, Maharashtra",rock services limited liability partners,haveli pune flat number c404 maharashtra,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",0.0,A_True_Singleton
S1-70285883,US,True,6,"S3,S2","S3-718769427,S2-366464356,S3-761913200,S2-838911602,S2-563167751,S2-747550583",Farmer Empire Collective,"IA, 4826 Meadowlark Lane, Sioux City",farmer empire collective,ia 4826 meadowlark lane sioux city,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-246307502,India,True,4,S3,"S3-658176343,S3-309081688,S3-91667014,S3-776625543",Eastern Ram Consultancy Private Limited,Hno A28 Khno 385 Ground Floor Front Side,eastern ram consultancy private limited,hno a28 khno 385 ground floor front side,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",94.59,B_True_Matched_Retrieval_Failure
S1-703866970,US,True,5,"S2,S3","S2-216219836,S2-981127451,S2-805077501,S3-803619654,S3-556398183",George Public P.C.,"OR, Portland, 147 141st Avenue",george public p c,or portland 147 141st avenue,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-127672447,India,True,4,"S3,S2","S3-669876268,S2-497830674,S2-752326797,S3-689883597",Media Developers Limited,"Lth-3, Ph-1, Laburnum, Sushant Lok-1 Sec",media developers limited,lth 3 ph 1 laburnum sushant lok 1 sector,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-859546550,India,False,0,,,Prakash Education Private Limited,"C/O Lokesh Solanki, Rajya Karmchari Colo",prakash education private limited,c o lokesh solanki rajya karmchari colon,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",0.0,A_True_Singleton
S1-576839672,India,True,1,S2,S2-823295860,Coimbatore Manpower,"Phase Iid 197 Kurichi Housing Unit, Coim",coimbatore manpower,phase iid 197 kurichi housing unit coimb,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-45739737,India,True,3,"S2,S3","S2-660777338,S3-668658185,S2-178436203",Fortune Vision Services Private Limited,"Nagpur, Maharashtra, Padgilwar Chambers ",fortune vision services private limited,nagpur maharashtra padgilwar chambers 76,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-956647187,India,True,1,S2,S2-966691328,Golden My Services Private Limited,"Flat No. 503, 5Th Floor Block A1, Maple ",golden my services private limited,flat number 503 5th floor block a1 maple,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",11.43,B_True_Matched_Retrieval_Failure
S1-118891670,India,True,4,"S2,S3","S2-853988861,S2-251690328,S3-546595447,S3-532167401",North Lotus Infrastructure Private Limit,"C/O Pushp Raj Kishan, S/O Laxman Kumar, ",north lotus infrastructure private limit,c o pushp raj kishan s o laxman kumar 4 ,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",97.62,B_True_Matched_Retrieval_Failure
S1-338311184,India,True,4,S2,"S2-555274474,S2-831116722,S2-303437682,S2-198574309",Great Global Food Private Limited,"C/O Pramod Swain, New Sadaipali, M/C Apu",great global food private limited,c o pramod swain new sadaipali m c apurb,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-106362316,US,True,3,"S3,S2","S3-577693240,S3-335455643,S2-748441771",Primary Care Integrated Partners Inc,"N9400 Highway Xx, Town Of Middle Inlet, ",primary care integrated partners incorpo,n9400 highway xx town of middle inlet wi,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-298594262,US,True,3,S2,"S2-430605302,S2-634807246,S2-625010964",Campbell Motor Corp,"Roanoke Rapids, 51 Key Street, NC",campbell motor corporation,roanoke rapids 51 key street nc,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-291076396,India,True,5,"S3,S2","S3-548572956,S2-240169884,S2-301158846,S3-730704965,S3-256621583",Bangalore Jewels LLP,"3Rd Cross, Beml Layout Basaveshwaranagar",bangalore jewels limited liability partn,3rd cross beml layout basaveshwaranagar ,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
