s1_id,target_id,target_source,s1_name,target_name,name_fuzz_ratio,name_token_overlap,s1_address,target_address,addr_fuzz_ratio,addr_token_overlap,numeric_overlap,s1_country,target_country,failure_category
S1-746193689,S3-216442734,S3,Cardiology Clinic LLC,Cardiology  Clinic LLC Trading,82.35294117647058,3,"12726 Gladys Retreat Circle, Bowie, MD",,0.0,0,0,US,US,Target Address Completely Missing + Typo in Name
S1-161210403,S3-210777351,S3,Hyderabad Ventures Pvt Ltd,Hyderabad Pvt Ltd  Center,66.66666666666667,3,"Plot No: 26H To 26K, Tsiic Industrial Park Muppireddy Palli Village, Manoharabad Ma, Ndal, Hyderabad, Medak, Telangana","Plot No: G-26h To 26K, Siddipet, TG",36.60130718954249,5,0,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-643318152,S2-276570121,S2,Dynamic Global Private Limited,डायनामिक ग्लोबल प्राइवेट लिमिटेड,9.677419354838712,0,"308, Apra North Ex Plaza, Plot No.H-2, Netaji Subhash Place Pitamp, Ura, Delhi, North Delhi, Delhi","08, NORTH DELHI, DELHI, दिल्ली",20.3125,2,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-241678218,S3-93364060,S3,Blue Global Limited,Dr BLUE GLÓBAL LIMITED,24.390243902439025,2,"Shop No 16, Ground Floor Market Block Nehru Nagar, New Delhi, South Delhi, Delhi",,0.0,0,0,India,India,Target Address Completely Missing + Typo in Name
S1-593999035,S3-998647516,S3,Vikalp Trading Private Limited,vikalptrading.com,51.06382978723405,0,"Hig 28, Balagi Nagar Kukatpally, Hyderabad, Telangana","Hig 29, Hyderabad, Andhra Pradesh",48.837209302325576,2,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-995572998,S3-286331151,S3,New Foods Private Limited,New Fóods Private Ltd,86.95652173913044,2,"C-401, Rukmini Vaibhav, Chsl, Azad Nagar 3, Vd Rd, Mumbai, Maharashtra","C-401, Mumbai Ii, Mumbai, MH",46.93877551020408,3,1,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-89160825,S3-700656227,S3,Delhi Servicesprivate LLP,(Services) Delhi LLP,57.77777777777777,2,"38, Ajanta Appartment I P Extn., Delhi, East Delhi, Delhi","0038, Delhi, East Delhi, DL",57.14285714285714,2,0,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-785336105,S3-363331884,S3,Gambhir Trust,gtrust.com,34.78260869565217,0,"8/496, Trichy Road, Coimbatore, Tamil Nadu","H.no 358 8/496, Coimbatore, தமிழ்நாடு",48.10126582278481,3,2,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-985233868,S2-489455711,S2,Vijay Systems Pvt Ltd,विजय सिस्टम्स प्रा. लि.,13.636363636363635,0,"B-306, Crestia, Casa Bella Gold, Shil Road, Kalyan, Thane, Maharashtra","Maharashtra, B-##306, THANE",22.680412371134018,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-104226194,S3-873691905,S3,Global Lotus Construction Pvt Ltd,ग्लोबल लोटस कंस्ट्रक्शन प्रा. लि.,12.121212121212121,0,"A-212, Malhotra Complex, Gali No. Â 01, Vikas Marg, Shakarpur, Laxmi Nagar, East Delhi, Delhi","A-212, Laxmi Nagar, East Delhi, दिल्ली",48.1203007518797,6,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-338830003,S3-607853162,S3,Doex LLC,Doex L.L.C. L.L.C.,61.53846153846154,1,"5421 Lakeside Avenue, Crystal, MN",,0.0,0,0,US,US,Target Address Completely Missing + Typo in Name
S1-164240371,S3-565742141,S3,Family Association,Family [Services],45.714285714285715,1,"OH, Fl 3, Columbus, 5059 Enclave Boulevard","Ohio, Floor 3, Westerville Citty, 5059 Enclave Blvd",62.365591397849464,3,2,US,US,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-898630961,S2-503875679,S2,Best Infra Limited,बेस्ट इंफ्रा लिमिटेड,10.526315789473683,0,"Naman Centre, C-31, Bandra Kurla Complex, G-Block, Opp Dena Bank, Mumbai, Maharashtra","NAAN CENTRE, MUMBAI, Maharashtra",32.47863247863248,3,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-279157594,S2-775267202,S2,Urban Tech Private Limited,ଅର୍ବାନ୍ ଟେକ୍ ପ୍ରାଇଭେଟ୍ ଲିମିଟେଡ୍,10.526315789473683,0,"Khordha, Orissa, Plot No-1215/1422, Khandagiri Bari, Mouza-Ghatikia, Ps-Khandagiri, Bhubaneswar","HN 776 PLOT NO-1215/1422, BHUBANESWAR, KHORDHA, Odisha",34.89932885906041,6,2,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-385927046,S3-944855669,S3,Great Initiative,Great Center,64.28571428571428,1,"5545 27th Avenue, Seattle, WA","5545 27st Ave, Seattle, Washington",76.19047619047619,2,1,US,US,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-967735640,S3-471472529,S3,Sree Impex LLP,Mr Sree LLP Impex,64.51612903225806,3,"215, Dhalipara, Maheshgote Krishnapur, Newtown, Kolkata, Kolkata, Howrah, West Bengal","Hn B3/235 215, Kolkata, Howrah, WB",40.33613445378151,3,1,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-952571031,S3-106480282,S3,Pediatric Dental Associates LLC,Pediatric Dental Associates Llc Trading,82.85714285714285,4,"109 Adams Street, Elmhurst, IL",,0.0,0,0,US,US,Target Address Completely Missing + Typo in Name
S1-830371097,S3-890753223,S3,CX Commercial Private Limited,Coamdercial CX CX Private-Limited,77.41935483870968,3,"North Delhi, Delhi, A-30, Gali No-01, Hardev Nagar, Jharoda Majra Burari, Delhi","A-30, North Delhi, दिल्ली",30.76923076923077,4,1,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-337664430,S3-600072135,S3,Valley Global LLC,Valley LLC Center Enterprises,43.47826086956522,2,"1216 Huntington Drive, Phoenix, AZ",,0.0,0,0,US,US,Target Address Completely Missing + Typo in Name
S1-925471453,S3-257705202,S3,Annapurna Wind (India) Pvt. Ltd.,@annapumawind,40.0,0,"Q-203, 2Nd Floor, Tower-Q, Plot No.- Gh-001, Prateek Wisteria, Noida, Sector-77, Noida, Gautam Buddha Nagar, Uttar Pradesh","Q-203, Noida, Gautam Buddha Nagar, UP",46.540880503144656,6,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-903467626,S3-610296731,S3,Ely Machine Works Inc,Ely Works Inc Center,63.41463414634146,3,"205 Dyer Street, Henry County, VA","Bassett, Virginia, Dyer Street",38.095238095238095,2,0,US,US,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-42544670,S3-447434104,S3,Gold Estate Pvt Ltd,गोल्ड एस्टेट प्रा. लि.,14.634146341463417,0,"16 B, Horniman Circle, Zoroastrain Building, Fort, Mumbai, Maharashtra","B, Mumbai Region, Fort, MH",37.5,3,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-766392501,S2-598721131,S2,Vision Agro Private Limited,విజన్ ఆగ్రో ప్రైవేట్ లిమిటెడ్,10.71428571428571,0,"Plot No.14, Street No.8, Ravindra Nagar Colony, Habsiguda, Secunderabad, Hyderabad, Telangana","Telangana, HYDERABAD, SECUNDERABAD, PLOT NO.G-14",21.276595744680847,6,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-669413769,S2-805282132,S2,First Investment Private Limited,ফার্স্ট ইনভেস্টমেন্ট প্রাইভেট লিমিটেড,8.695652173913048,0,"57B, Purna Das Road, Kolkata, Howrah, West Bengal","5-7B, KOLKATA, পশ্চিমবঙ্গ",21.62162162162162,1,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-263277646,S3-193299025,S3,Swastik Dynamic Services Pvt Ltd,स्वस्तिक डायनामिक सर्विसेज प्रा. लि.,11.764705882352944,0,"Faridabad, 171, 1St Floor, Sector 15A, Haryana","171, Faridabad, HR",37.5,2,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-176496041,S2-418697003,S2,Gold Dynamic Properties Limited,गोल्ड डायनामिक प्रॉपर्टीज लिमिटेड,9.375,0,"B-13, Dainik Janyug Apartments, C-1, Vasundhra Enclave, Delhi","BLOCK A-#271 B-13, DELHI, EAST, Delhi",34.693877551020414,3,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-209962563,S2-526138450,S2,Apex Media Private Limited,एपेक्स मीडिया प्राइवेट लिमिटेड,10.71428571428571,0,"304, 3Rd Floor, Plot No. 1 Rg Complex, Rohini Sector-8, New Delhi, North West, Delhi","Delhi, NORTH WEST, NEW DELHI, DOOR NO 82 304",26.5625,6,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-962621727,S3-44377339,S3,Ss Exports Private Limited,ଏସ୍‌ଏସ୍ ଏକ୍ସପୋର୍ଟସ୍ ପ୍ରାଇଭେଟ୍ ଲିମିଟେଡ୍,9.375,0,"Plot No- A63/1, Sahid Nagar, Ps- Sahid Nagar, Bhubaneswar, Bhubaneswar, Khordha, Orissa","Plot 640 Plot No- A63/1, Bhubaneswar, Khordha, Orissa",62.857142857142854,7,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-293049146,S3-897342940,S3,Eastern Foundation Limited,éasternfoundation.com,68.08510638297872,0,"Plot No-920, Sankarpur Kolathia, Bhubaneswar, Khordha, Orissa","Block B-a-660 Plot No-920, Khordha, Bhubaneswar, Orissa",65.51724137931035,6,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-486296456,S2-440266189,S2,Asset Building Fellowship,Asset Building Services,70.83333333333333,2,"1510 Beaumont Street, Sheppard Afb, TX",,0.0,0,0,US,US,Target Address Completely Missing + Typo in Name
S1-908498505,S3-70675543,S3,LO Venture LLC,Fayelyra,18.181818181818176,0,"620 2nd Street, City Of Baraboo, WI","620 Second Street, Baraboo, Wisconsin",69.44444444444444,3,1,US,US,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-163077720,S2-906538643,S2,JI Software Limited,JI LIMITED (CENTER),21.052631578947366,2,"Howrah, West Bengal, Kolkata, 29-5A, Dr. Ambedkar Sarani, Topsia Road, Kolkata, Vishwakarma Ii",,0.0,0,0,India,India,Target Address Completely Missing + Typo in Name
S1-524036030,S3-686482320,S3,Yes Future (India) Private Limited,Yes Fúture (India) Limited Service,73.52941176470588,3,"Tiljala Road, Kolkata, West Bengal, Kolkata, West Bengal, 93/A, Kolkata, Howrah","93/A, Howrah, Kolkata, WB",32.692307692307686,4,1,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-734467842,S2-254328326,S2,Silver Foundation Private Limited,सिल्वर फाउंडेशन प्राइवेट लिमिटेड,9.230769230769232,0,"Maharashtra, Ghatkopar (East), Mumbai, Satyam Shopping Centre, 2Nd Floor M.G.Road, 9-10 A Wing","DOOR NO 9-10 A WING, GREATER BOMBAY, MUMBAI, Maharashtra",19.999999999999996,6,2,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-780331711,S3-5305839,S3,Orthopedic Associates LLC,Orthopedic Associates L.L.C.,94.33962264150944,2,"7380 Westlake Terrace, Bethesda, MD",,0.0,0,0,US,US,Target Address Completely Missing + Typo in Name
S1-34957343,S2-142064799,S2,Sun Products Private Limited,सन प्रोडक्ट्स प्राइवेट लिमिटेड,10.344827586206895,0,"201 Annora, Rodas Enclave, Hiranandani Estate, Thane, Maharashtra","H.NO 201 ANNORA, NULL, THANE, Maharashtra",45.28301886792453,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-525924487,S3-879399070,S3,My Products Pvt Ltd,My Pvt Ltd Services,52.63157894736843,3,"No 41, Classic Crest, 1St Main, 1St Block, Koramangala, Bangalore, Karnataka","H.no 41, KA",16.09195402298851,2,1,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-609062608,S2-832976130,S2,Surya Investment,ಸೂರ್ಯ ಇನ್ವೆಸ್ಟ್‌ಮೆಂಟ್,5.405405405405405,0,"No. B-1803, 18Th Floor Ebony Block, Salarpuria Sattva Greenage, Bengaluru, Bangalore, Karnataka","PLOT 906 NO. B-1803, BANGALORE, Karnataka",35.29411764705882,5,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-641579109,S2-196228165,S2,Unique Developers Private Limited,ইউনিক ডেভেলপারস প্রাইভেট লিমিটেড,9.230769230769232,0,"104/A, Block F, 32 Jnan Goswami Sarani, Kolkata, Kolkata, Howrah, West Bengal","104/A, CALCUTTA, HOWRAH, West Bengal",40.70796460176991,5,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-238331147,S3-727417613,S3,Sree It Limited,Sree Ít Limited,93.33333333333333,2,"Plot No 21, Office No.101-106, First Floor, Block-G, Vardhman Chamber-Ii, Community Centre, Vikaspuri, New Delhi, West Delhi, Delhi","DL, New Delhi, Plot No 22",20.512820512820518,4,0,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-215335896,S2-45923142,S2,North Investment Private Limited,नॉर्थ इन्वेस्टमेंट प्राइवेट लिमिटेड,8.955223880597018,0,"Office No. 102, Pentagon, Tower P4, Magarpatta, Pune City, Pune, Maharashtra","PUNE CITY, Maharashtra, PUNE, PLOT 81 OFFICE NO. 102",29.6875,6,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-216181354,S3-509236611,S3,United Consultants Private Limited,यूनाइटेड Consultants Private Limited,80.0,3,"1/522A, Survey No 52, Rajput Associates, Kolkhe, Panvel, Raigarh(Mh), Maharashtra","001/522A, Panvel, MH",33.66336633663366,3,0,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-203925563,S3-613575535,S3,Balaji Impex,বালাজি ইম্পেক্স,7.4074074074074066,0,"Kolkata, 3/29/1, Howrah, Bl C, Fl 320H 202, Jessore Road, North 24 Pgs, West Bengal","Howrah, 3/29/1, WB",27.722772277227726,4,3,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-602440532,S2-345263307,S2,Falcon LLC,Falcon,75.0,1,"8848 8th Street, Unit 16B, Phoenix, AZ","8848 8TH STREET, SUNNYSLOPE, AZ",46.37681159420289,4,1,US,US,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-360488265,S3-978889721,S3,Jai Systems Private Limited,जय सिस्टम्स प्राइवेट लिमिटेड,10.909090909090914,0,"19/1276, Indira Nagar, Lucknow, Lucknow, Uttar Pradesh","उत्तर प्रदेश, 19/1276., Lucknow, Indira Nagar, Lucknow",55.55555555555556,5,2,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-824076722,S3-691802600,S3,Al Enterprises Pvt Ltd,Smt Alenterprises.Com,55.81395348837209,0,"Office No-201, 2Nd Floor, Global Square, Cts No-1505, S.No-247, Yerwada, Pune City, Pune, Maharashtra","Offcie No-201, Pune City, Pune, महाराष्ट्र",43.35664335664335,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-56520129,S3-178053264,S3,Big Construction Pvt Ltd,બિગ કન્સ્ટ્રક્શન પ્રા. લિ.,12.0,0,"Ahmadabad City, Ahmedabad, 7Th Floor, Iscon Elegance, Nr Circle-P, Sg Highway, Satellite, Ahmedabad, Gujarat, 705 B","705/5 B, Shyamal Cross Road, GJ",21.91780821917808,2,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-999023589,S3-586599866,S3,Sunrise Builders Limited,ಸನ್‌ರೈಸ್ Builders ಲಿಮಿಟೆಡ್,40.0,1,"Karnataka, Bangalore, 4A, Peenya Industrial Area, Bangalore","4A, Bangalore, KA",36.8421052631579,2,0,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-848852562,S3-104163212,S3,Real Energy Pvt Ltd,Real Enye Pvt Ltd,88.88888888888889,3,"15, Sbi Employees, Pankaj Chsl, Navghar Road Mulund East, Mumbai, Mumbai City, Maharashtra","Mumbai, 15, MH",21.153846153846157,2,1,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-57549624,S3-454756046,S3,Behavioral Health Specialists LLC,Behavioral Health Specialists L.L.C. Enterprises,81.4814814814815,3,"5117 Rolling Meadows, Milan, TN",,0.0,0,0,US,US,Target Address Completely Missing + Typo in Name
S1-614982217,S2-84246941,S2,Golden Logistics Private Limited,ಗೋಲ್ಡನ್ ಲಾಜಿಸ್ಟಿಕ್ಸ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,8.571428571428575,0,"No.176, Adarsh Eco Place, Epip Zone, Phase Ii, Whitefield Industrial Area, Wh, Itefield, Bangalore, Karnataka","A-176, BANGALORE, Karnataka",26.470588235294112,3,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-196309581,S3-361204897,S3,UA Investments Private Limited,UA Investments Privae Limited,98.30508474576271,3,"616, Swati Crimson And, Clover, Nr. Shilaj Circle, Daskroi, Ahmedabad, Gujarat","H.no 176 616, Ahmedabad, Daskroi, GJ",35.08771929824561,3,1,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-692594454,S2-312050097,S2,Royal Consultancy Limited,ROYAL CONUSRTAY LIMITED,20.833333333333336,2,"Siddhi Ground Floor, Plot No.14 15Th Road Khar (W), Mumbai, Maharashtra",,0.0,0,0,India,India,Target Address Completely Missing + Typo in Name
S1-360488265,S3-144210612,S3,Jai Systems Private Limited,Private Jai Systéms Limited,66.66666666666667,3,"19/1276, Indira Nagar, Lucknow, Lucknow, Uttar Pradesh","Lucknow, 19/1276., UP, Lucknow",42.85714285714286,3,2,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-335576235,S3-42549227,S3,Hari Solutions Limited,हरि सॉल्यूशंस लिमिटेड,9.302325581395355,0,"301, 3Rdfloor, Marvelalaina, Laneno.5, Koregaonpark, Pune, Maharashtra","301, N/A, Pune, MH",31.818181818181824,2,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-903445032,S2-689432168,S2,JK Energy Private Limited,JK JK Eenhrgy Private Limited,88.88888888888889,3,"121A J-Extension Iiird Floor Laxmi Nagar, Delhi, East Delhi, Delhi",,0.0,0,0,India,India,Target Address Completely Missing + Typo in Name
S1-108314429,S2-628035494,S2,Supreme Dream It,सुप्रीम ड्रीम आईटी,11.764705882352944,0,"Office No F-39, First Floor Eternity Commercial Premises, Lbs Marg, Teen Hath Naka, Thane, Maharashtra","OFFICE NO F-39., THANE, महाराष्ट्र",22.058823529411764,5,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-995572998,S2-813719642,S2,New Foods Private Limited,न्यू फूड्स प्राइवेट लिमिटेड,11.538461538461542,0,"C-401, Rukmini Vaibhav, Chsl, Azad Nagar 3, Vd Rd, Mumbai, Maharashtra","C-401, BOMBAY, MUMBAI, Maharashtra",46.15384615384615,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-921396568,S2-940114459,S2,Hotel Management Pvt Ltd,होटल मैनेजमेंट प्रा. लि.,12.5,0,"Unit No. 231, 2Nd Foor, Dlf Star Tower Building Sector-31, Nh-8, Gurugram, Gurugram, Gurgaon, Haryana","HN 38 UNIT NO. 231, GURUGRAM, GURGAON, हरियाणा",25.850340136054417,5,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-402237262,S3-569214031,S3,Real Hospitality Private Limited,ರಿಯಲ್ ಹಾಸ್ಪಿಟಾಲಿಟಿ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,8.823529411764708,0,"Karnataka, Ithiel Complex, 3Rd Main, 2Nd Cross, Kacharakanahalli, St Thomas Town Post, No.1, Bangalore","No.1, Bangalore, ಕರ್ನಾಟಕ",23.809523809523814,3,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-803590345,S2-719870548,S2,Horizon LLC,Horizon Enterprises,53.333333333333336,1,"1109 Pea Ridge Road, Huntington, WV",,0.0,0,0,US,US,Target Address Completely Missing + Typo in Name
S1-130018504,S3-456998181,S3,Anand Blue Producer,आनंद ब्लू प्रोड्यूसर,10.256410256410254,0,"Indore, Scheme No 78 Part 2 Vijay Nagar, Madhya Pradesh, Plot No 12","No 12, Indore, MP",28.57142857142857,3,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-919952138,S3-166354776,S3,Surgical Medicine,Surgical Medicine Co Enterprises,69.38775510204081,2,"8 Frontier Lane, Rose Hill, KS",,0.0,0,0,US,US,Target Address Completely Missing + Typo in Name
S1-203925563,S2-719558106,S2,Balaji Impex,Dovazeph,19.999999999999996,0,"Kolkata, 3/29/1, Howrah, Bl C, Fl 320H 202, Jessore Road, North 24 Pgs, West Bengal","West Bengal, DUMDUM, 3/29/1",19.999999999999996,5,3,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-122232705,S3-816700908,S3,Noah Trust LLC,Noah LLC Center,55.172413793103445,2,"6096 Tinley Mill Drive, Prince William County, VA","6096 Tinley Mill Dr, Haymarket, Virginia",60.67415730337078,3,1,US,US,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-766392501,S3-305332402,S3,Vision Agro Private Limited,Visionagro.Com,48.78048780487805,0,"Plot No.14, Street No.8, Ravindra Nagar Colony, Habsiguda, Secunderabad, Hyderabad, Telangana","H.no 14, Secunderabad, Hyderabad, Andhra Pradesh",48.22695035460993,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-339374417,S3-242628819,S3,YD Services Private Limited,ydservices.com,39.02439024390244,0,"22/957, Swasthi, Thanapadom Sariga Club Road, Thanapadom, Kakkanad, Ernakulam, Kerala","22/957, Ernakulam, KL",37.735849056603776,3,2,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-768057805,S3-195799938,S3,EL Lincoln,EL Líncoln,90.0,1,"102 Union Avenue, Mountain View, AR","Arkansas, Mountian VIEW CDP, 702 Union Ave",41.55844155844156,2,0,US,US,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-513223898,S3-265928280,S3,Black Logistics Private Limited,ब्लैक लॉजिस्टिक्स प्राइवेट लिमिटेड,9.230769230769232,0,"J-1985 F/F, C.R. Park New Delhi, Delhi, South Delhi, Delhi","J-1985 F/f, Delhi, <NULL>, DL",48.275862068965516,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-805549305,S2-713726449,S2,Dream Engineering Pvt Ltd,ड्रीम इंजीनियरिंग प्रा. लि.,11.538461538461542,0,"Shop No.3, Near Kundan Chowk, Vill. Khushkhera, Near Bhiwadi, Bhiwadi, Alwar, Rajasthan","DOOR NO G-3, BHIWADI, राजस्थान",15.384615384615385,3,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-163747087,S3-302914388,S3,Lotus Services Pvt Ltd,लोटस सर्विसेज प्रा. लि.,13.33333333333333,0,"Floor-2Nd, 45/47, Silver Mansion, Dhanji Street, Zaveri Bazar Mumbadevi, Mandvi, Mumbai, Maharashtra, 17","#141 17, Mumbai, MH",21.138211382113823,2,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-570361411,S2-592744157,S2,Shyam Ventures Private Limited,ਸ਼ਿਆਮ ਵੈਂਚਰਜ਼ ਪ੍ਰਾਈਵੇਟ ਲਿਮਟਿਡ,10.169491525423723,0,"#771, Sector 91 Sas Nagar, Mohali, Punjab","#771, MOHALI, ਪੰਜਾਬ",30.000000000000004,2,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-385303865,S3-714744072,S3,Red Foods Pvt Ltd,రెడ్ ఫుడ్స్ ప్రైవేట్ లిమిటెడ్,13.043478260869568,0,"D.No 6-2-30/B, Flot No 103 First Floor, Express Court, Lakdi Ka Poo, L, Saifabad, Hyderabad, Telangana","Hyderabad, Door No 4-2-30/B, తెలంగాణ",18.840579710144922,5,2,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-851334426,S2-789121207,S2,Solstice Inc,Inc Solstice,66.66666666666667,2,"14 9th Street, Richmond, IN","0014 NINTH ST, RICHMOND, IN",44.44444444444444,2,0,US,US,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-591911604,S3-270380377,S3,Ram Consultants Private Limited,રામ કન્સલ્ટન્ટ્સ પ્રાઇવેટ લિમિટેડ,9.375,0,"306, President House Ambawadi Circle, Ahmedabad, Gujarat","G-306, Ahmedabad, GJ",44.73684210526315,2,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-272340452,S2-406933062,S2,Lakshmi Tech Media Limited,लक्ष्मी टेक मीडिया लिमिटेड,11.538461538461542,0,"Shop No. 06, Nr Petrol, Pump, Ratlam Road, Banswara, Rajasthan","Rajasthan, TEJPUR, 06, BANSWARA",23.655913978494624,3,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-238331147,S2-667940175,S2,Sree It Limited,श्री आईटी लिमिटेड,12.5,0,"Plot No 21, Office No.101-106, First Floor, Block-G, Vardhman Chamber-Ii, Community Centre, Vikaspuri, New Delhi, West Delhi, Delhi","DOOR NO 21, NEW DELHI, WEST DELHI, Delhi",25.730994152046783,5,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-358618259,S2-846810182,S2,One Builders Private Limited,వన్ బిల్డర్స్ ప్రైవేట్ లిమిటెడ్,10.169491525423723,0,"Flat.No.202, Plot.No.25, Sunder Nagar, S.R.Nagar, Hyderabad, Telangana","HYDERABAD, S.R.NAGAR, FLAT.NO.202, Andhra Pradesh",31.932773109243694,7,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-464514986,S3-604135891,S3,Valley Fund,Valley Center,66.66666666666667,1,"97 Cass Avenue, Cheektowaga, NY","Cass Ave, Buffalo, New York",51.72413793103448,1,0,US,US,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-159067707,S3-342293148,S3,Parth Technologies (India) Private Limited,Parth (India) Private Limited Service,73.41772151898735,4,"C/O Karan Singh Parmar Shop No. 08, Ramayan South Katara Hills, Bhopal, Madhya Pradesh",,0.0,0,0,India,India,Target Address Completely Missing + Typo in Name
S1-201376315,S3-968027795,S3,E/I World,eiworld.com,40.0,0,"VA, 117 Elliot Street, Augusta County","117 Elliot St, Staunton, Virginia",57.14285714285714,2,1,US,US,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-183232960,S3-84576486,S3,Star Blue Oncology LP,starblueoncology.com,63.41463414634146,0,"1443 Cliff Court, Unit B, Columbus, OH","1443 Cliff Ct, Colubus, PO Box 1919, Ohio",63.29113924050633,2,1,US,US,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-335576235,S2-976123764,S2,Hari Solutions Limited,हरि सॉल्यूशंस लिमिटेड,9.302325581395355,0,"301, 3Rdfloor, Marvelalaina, Laneno.5, Koregaonpark, Pune, Maharashtra","PUNE, Maharashtra, PUNE, 301",28.57142857142857,3,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
