s1_id,entity_type,error_type,num_true_matches,num_pred_matches,top_probability,second_probability,margin,has_address,country
S1-862356883,multi_match,underprediction,3,1,0.9996,0.1155,0.8841,True,INDIA
S1-202220605,multi_match,false_negative_miss,5,0,0.0455,0.0014,0.0441,True,INDIA
S1-170793588,multi_match,false_negative_miss,4,0,0.0006,0.0003,0.0002,True,US
S1-593084038,multi_match,false_negative_miss,3,0,0.0014,0.0003,0.001,True,INDIA
S1-8771236,multi_match,underprediction,2,1,0.9987,0.9812,0.0175,True,US
S1-214949439,multi_match,underprediction,3,1,0.9998,0.9998,0.0,True,INDIA
S1-347903539,multi_match,underprediction,5,2,0.9997,0.9927,0.007,True,US
S1-916490296,multi_match,underprediction,3,1,0.9996,0.0,0.9996,True,US
S1-98600566,multi_match,underprediction,4,2,0.9996,0.9939,0.0057,True,INDIA
S1-438575303,multi_match,underprediction,2,1,0.9998,0.9997,0.0001,True,US
S1-807321295,multi_match,false_negative_miss,2,0,0.0002,0.0001,0.0001,True,INDIA
S1-127856053,multi_match,underprediction,4,2,0.9982,0.9981,0.0001,True,US
S1-128231470,single_match,false_negative_miss,1,0,0.0001,0.0001,0.0,True,US
S1-293755710,multi_match,underprediction,2,1,0.9998,0.9988,0.001,True,US
S1-62248417,multi_match,underprediction,2,1,0.9844,0.3967,0.5877,True,INDIA
S1-382557774,multi_match,perfect,2,2,0.9975,0.959,0.0386,True,US
S1-863036478,multi_match,false_negative_miss,2,0,0.0,0.0,0.0,True,INDIA
S1-610909398,multi_match,false_negative_miss,2,0,0.0,0.0,0.0,True,INDIA
S1-57812621,multi_match,underprediction,4,1,0.9996,0.9977,0.0019,True,US
S1-485679485,multi_match,underprediction,5,2,0.9997,0.9992,0.0005,True,US
S1-747829415,singleton,perfect,0,0,0.0932,0.0623,0.0309,True,US
S1-605988879,multi_match,underprediction,6,2,0.9995,0.9989,0.0006,True,INDIA
S1-939295897,multi_match,underprediction,5,2,0.9987,0.9899,0.0088,True,US
S1-89929474,multi_match,underprediction,3,1,0.9998,0.0012,0.9985,True,INDIA
S1-533631637,multi_match,underprediction,5,2,0.9996,0.9996,0.0001,True,INDIA
S1-787831771,multi_match,underprediction,3,1,0.9998,0.0487,0.9511,True,US
S1-284778120,singleton,perfect,0,0,0.0021,0.0016,0.0005,True,INDIA
S1-122715959,multi_match,false_negative_miss,3,0,0.0003,0.0003,0.0,True,INDIA
S1-704302901,multi_match,false_negative_miss,2,0,0.0008,0.0002,0.0006,True,US
S1-775818073,multi_match,underprediction,3,2,0.9967,0.8704,0.1263,True,US
S1-502498698,multi_match,underprediction,6,2,0.9997,0.9922,0.0075,True,US
S1-548532004,multi_match,underprediction,4,2,0.9995,0.9988,0.0006,True,US
S1-280298652,multi_match,underprediction,6,2,0.9998,0.9998,0.0001,True,US
S1-232557780,multi_match,underprediction,2,1,0.9898,0.0003,0.9895,True,US
S1-702127037,multi_match,false_negative_miss,3,0,0.473,0.0009,0.4722,True,INDIA
S1-617088364,multi_match,underprediction,5,1,0.9922,0.2877,0.7045,True,INDIA
S1-576904592,multi_match,false_negative_miss,5,0,0.0009,0.0003,0.0006,True,INDIA
S1-460742237,multi_match,underprediction,3,2,0.9939,0.99,0.0039,True,US
S1-917146996,multi_match,false_negative_miss,2,0,0.0004,0.0001,0.0003,True,US
S1-762267321,multi_match,underprediction,3,2,0.9992,0.9969,0.0023,True,US
S1-937811638,multi_match,false_negative_miss,3,0,0.0,0.0,0.0,True,INDIA
S1-197804580,multi_match,underprediction,7,2,0.9933,0.993,0.0002,True,INDIA
S1-740915809,multi_match,underprediction,3,1,0.9991,0.0008,0.9983,True,INDIA
S1-397068689,multi_match,underprediction,3,2,0.995,0.9944,0.0006,True,INDIA
S1-484255648,multi_match,underprediction,2,1,0.9969,0.0012,0.9957,True,US
S1-972273720,multi_match,underprediction,3,2,0.9997,0.9994,0.0003,True,INDIA
S1-588560998,multi_match,underprediction,2,1,0.9891,0.551,0.4381,True,US
S1-888627092,multi_match,underprediction,6,1,0.9952,0.7921,0.2032,True,INDIA
S1-903197642,multi_match,underprediction,7,2,0.9997,0.9996,0.0001,True,US
S1-669906133,singleton,perfect,0,0,0.3982,0.0008,0.3974,True,US
S1-765062649,multi_match,underprediction,4,2,0.9986,0.9664,0.0321,True,INDIA
S1-815379289,multi_match,underprediction,4,1,0.9998,0.0023,0.9975,True,US
S1-537605813,multi_match,underprediction,4,1,0.9511,0.0393,0.9118,True,US
S1-275728428,multi_match,underprediction,3,2,0.9991,0.9935,0.0056,True,INDIA
S1-912037934,multi_match,underprediction,3,1,0.9991,0.2547,0.7443,True,US
S1-816522936,multi_match,underprediction,5,1,0.9994,0.1008,0.8986,True,US
S1-928761852,multi_match,underprediction,3,1,0.5057,0.3464,0.1593,True,INDIA
S1-85151962,multi_match,underprediction,5,1,0.9993,0.0011,0.9983,True,INDIA
S1-969371269,multi_match,underprediction,4,2,0.9992,0.9928,0.0064,True,US
S1-203598466,multi_match,false_negative_miss,5,0,0.3967,0.0018,0.3949,True,INDIA
S1-259489245,multi_match,underprediction,4,1,0.9997,0.9996,0.0001,True,INDIA
S1-241987444,multi_match,underprediction,6,2,0.9997,0.9997,0.0,True,INDIA
S1-164764997,multi_match,false_negative_miss,5,0,0.063,0.0047,0.0583,True,INDIA
S1-480060604,multi_match,false_negative_miss,2,0,0.0002,0.0001,0.0001,True,INDIA
S1-760460153,multi_match,underprediction,5,1,0.9905,0.7962,0.1943,True,US
S1-642237310,singleton,perfect,0,0,0.0197,0.0087,0.0109,True,INDIA
S1-333903285,multi_match,mixed,2,2,0.938,0.9099,0.0282,True,US
S1-321819349,multi_match,underprediction,4,1,0.9979,0.0585,0.9394,True,INDIA
S1-487346742,multi_match,underprediction,5,1,0.9997,0.9866,0.013,True,US
S1-396409200,multi_match,false_negative_miss,5,0,0.0278,0.0001,0.0277,True,INDIA
S1-843581123,multi_match,false_negative_miss,3,0,0.0003,0.0003,0.0,True,INDIA
S1-849574182,multi_match,underprediction,3,2,0.9998,0.9993,0.0005,True,US
S1-356422507,multi_match,underprediction,2,1,0.9997,0.2131,0.7866,True,US
S1-14670606,multi_match,underprediction,7,1,0.9996,0.9952,0.0045,True,INDIA
S1-254362763,multi_match,false_negative_miss,3,0,0.0005,0.0003,0.0001,True,INDIA
S1-422309892,multi_match,perfect,2,2,0.9983,0.9955,0.0028,True,US
S1-123026218,multi_match,underprediction,3,1,0.9969,0.0006,0.9962,True,INDIA
S1-750418759,multi_match,underprediction,2,1,0.9998,0.0001,0.9997,True,INDIA
S1-135842559,multi_match,underprediction,2,1,0.9998,0.0455,0.9543,True,US
S1-415224471,multi_match,underprediction,2,1,0.7487,0.0005,0.7482,True,US
S1-464937364,multi_match,underprediction,4,1,0.9987,0.0073,0.9914,True,US
S1-56676082,multi_match,underprediction,3,1,0.9998,0.4391,0.5607,True,US
S1-825585585,multi_match,underprediction,4,1,0.9993,0.6005,0.3988,True,INDIA
S1-784869189,multi_match,underprediction,7,2,0.9996,0.9989,0.0007,True,US
S1-477278645,multi_match,underprediction,5,2,0.9998,0.9988,0.001,True,INDIA
S1-538932038,singleton,perfect,0,0,0.0013,0.0007,0.0006,True,INDIA
S1-678247647,single_match,perfect,1,1,0.9985,0.0,0.9985,True,INDIA
S1-153900528,multi_match,underprediction,5,1,0.9999,0.0003,0.9996,True,US
S1-304792984,multi_match,underprediction,5,2,0.9997,0.9997,0.0,True,US
S1-680728704,multi_match,underprediction,2,1,0.982,0.6178,0.3642,True,INDIA
S1-983280247,multi_match,perfect,2,2,0.9998,0.9996,0.0002,True,INDIA
S1-178596926,multi_match,underprediction,3,2,0.9979,0.9966,0.0013,True,INDIA
S1-799077940,multi_match,underprediction,2,1,0.9998,0.9998,0.0,True,US
S1-70605029,multi_match,false_negative_miss,3,0,0.0002,0.0002,0.0,True,US
S1-298354940,multi_match,underprediction,3,1,0.9992,0.0002,0.999,True,US
S1-795747914,single_match,perfect,1,1,0.9582,0.0004,0.9578,True,US
S1-327726406,multi_match,underprediction,4,1,0.514,0.3796,0.1344,True,INDIA
S1-268811710,multi_match,underprediction,4,1,0.9991,0.0097,0.9894,True,INDIA
S1-408601469,multi_match,underprediction,3,1,0.9997,0.6183,0.3814,True,US
S1-352718284,multi_match,underprediction,3,1,0.9996,0.9909,0.0087,True,US
S1-589694202,multi_match,underprediction,2,1,0.9945,0.0025,0.992,True,INDIA
S1-959985477,multi_match,underprediction,4,1,0.9321,0.2544,0.6777,True,US
S1-542125619,multi_match,underprediction,2,1,0.9946,0.0011,0.9935,True,INDIA
S1-358171089,multi_match,underprediction,4,1,0.8085,0.0012,0.8073,True,US
S1-823988669,multi_match,underprediction,5,2,0.9999,0.9998,0.0001,True,US
S1-659429611,multi_match,underprediction,3,2,0.9944,0.9834,0.011,True,US
S1-115081973,single_match,false_negative_miss,1,0,0.0003,0.0003,0.0,True,INDIA
S1-451837473,multi_match,underprediction,6,1,0.9969,0.9287,0.0682,True,US
S1-111897774,multi_match,underprediction,5,2,0.9998,0.9995,0.0003,True,US
S1-617868446,multi_match,underprediction,2,1,0.9789,0.0011,0.9778,True,INDIA
S1-844678374,multi_match,underprediction,3,1,0.9996,0.9967,0.0028,True,US
S1-404514923,multi_match,underprediction,4,2,0.9999,0.996,0.0039,True,US
S1-799069602,multi_match,false_negative_miss,3,0,0.473,0.0028,0.4702,True,US
S1-955465642,multi_match,underprediction,4,2,0.9964,0.9905,0.0059,True,INDIA
S1-637699214,multi_match,underprediction,4,2,0.9997,0.9737,0.0261,True,US
S1-451159743,multi_match,underprediction,5,2,0.9997,0.9995,0.0002,True,US
S1-584602706,multi_match,underprediction,5,1,0.9999,0.9989,0.001,True,US
S1-749596367,multi_match,underprediction,4,2,0.9997,0.9997,0.0,True,US
S1-197124980,multi_match,underprediction,3,2,0.9993,0.9981,0.0012,True,INDIA
S1-749356091,multi_match,underprediction,5,1,0.9992,0.989,0.0101,True,INDIA
S1-737945607,multi_match,underprediction,4,2,0.9999,0.999,0.0009,True,US
S1-473249948,multi_match,underprediction,6,1,0.9983,0.0013,0.997,True,INDIA
S1-530566558,multi_match,underprediction,5,2,0.9976,0.9959,0.0017,True,INDIA
S1-113166542,multi_match,false_negative_miss,5,0,0.0004,0.0003,0.0001,True,INDIA
S1-952758291,multi_match,false_negative_miss,2,0,0.0004,0.0003,0.0001,True,US
S1-98943674,multi_match,underprediction,3,2,0.9949,0.9936,0.0013,True,US
S1-325890422,multi_match,underprediction,5,2,0.9993,0.9977,0.0015,True,US
S1-392759914,multi_match,underprediction,4,1,0.9997,0.9997,0.0,True,US
S1-817952939,multi_match,underprediction,3,2,0.9999,0.9998,0.0,True,US
S1-190908918,multi_match,underprediction,6,1,0.9996,0.0096,0.99,True,US
S1-801440216,multi_match,underprediction,2,1,0.9998,0.0002,0.9996,True,US
S1-852173365,multi_match,underprediction,4,1,0.9996,0.9988,0.0008,True,US
S1-738487240,multi_match,underprediction,4,2,0.9969,0.9957,0.0012,True,US
S1-11855969,multi_match,underprediction,3,1,0.8443,0.6781,0.1661,True,US
S1-559725555,multi_match,false_negative_miss,4,0,0.0004,0.0003,0.0001,True,INDIA
S1-444525009,multi_match,underprediction,3,1,0.9424,0.1448,0.7976,True,US
S1-393874038,multi_match,underprediction,3,1,0.9977,0.4197,0.578,True,INDIA
S1-779523239,multi_match,underprediction,3,1,0.9987,0.0017,0.9969,True,INDIA
S1-745679045,multi_match,underprediction,2,1,0.6005,0.0004,0.6001,True,US
S1-958435187,single_match,perfect,1,1,0.9974,0.0052,0.9922,True,US
S1-739095144,multi_match,false_negative_miss,4,0,0.0,0.0,0.0,True,INDIA
S1-10122845,multi_match,underprediction,7,2,0.9997,0.9976,0.0021,True,US
S1-51936119,multi_match,underprediction,3,1,0.9998,0.0003,0.9995,True,US
S1-831134924,multi_match,underprediction,5,1,0.9997,0.2361,0.7636,True,US
S1-749715071,singleton,perfect,0,0,0.0053,0.0005,0.0047,True,US
S1-35104577,multi_match,underprediction,3,1,0.5267,0.0005,0.5262,True,INDIA
S1-788934696,multi_match,false_negative_miss,3,0,0.0014,0.0004,0.001,True,INDIA
S1-299531444,multi_match,underprediction,4,2,0.9998,0.9996,0.0002,True,US
S1-420280280,multi_match,false_negative_miss,4,0,0.0003,0.0002,0.0002,True,INDIA
S1-723726120,multi_match,false_negative_miss,3,0,0.0,0.0,0.0,True,INDIA
S1-863961074,multi_match,perfect,2,2,0.9997,0.9992,0.0005,True,US
S1-641919770,multi_match,false_negative_miss,5,0,0.0003,0.0003,0.0,True,US
S1-72733866,multi_match,underprediction,6,1,0.9993,0.0002,0.9991,True,US
S1-504629986,multi_match,false_negative_miss,4,0,0.0002,0.0001,0.0001,True,US
S1-202002904,multi_match,underprediction,6,2,0.9999,0.9955,0.0043,True,US
S1-877695536,multi_match,underprediction,2,1,0.9998,0.0001,0.9996,True,US
S1-553242249,multi_match,underprediction,4,1,0.9997,0.3856,0.6141,True,US
S1-88963133,multi_match,underprediction,3,1,0.9998,0.0,0.9998,True,US
S1-289681809,multi_match,false_negative_miss,2,0,0.0,0.0,0.0,True,INDIA
S1-158000753,multi_match,underprediction,6,2,0.9998,0.9998,0.0,True,US
S1-96233149,multi_match,underprediction,4,2,0.9997,0.9994,0.0003,True,US
S1-617746574,multi_match,underprediction,2,1,0.6005,0.1184,0.4821,True,INDIA
S1-826106380,multi_match,false_negative_miss,3,0,0.352,0.0022,0.3497,True,INDIA
S1-417945916,multi_match,underprediction,4,2,0.9994,0.9963,0.0031,True,INDIA
S1-547919662,multi_match,underprediction,3,1,0.9996,0.0005,0.9991,True,US
S1-518966670,multi_match,underprediction,4,2,0.9999,0.9618,0.038,True,INDIA
S1-464969220,multi_match,underprediction,2,1,0.9419,0.0993,0.8427,True,INDIA
S1-269366298,multi_match,underprediction,4,1,0.9998,0.9985,0.0013,True,US
S1-157095963,multi_match,false_negative_miss,2,0,0.001,0.0002,0.0009,True,US
S1-339739184,multi_match,underprediction,5,1,0.9954,0.0003,0.9951,True,INDIA
S1-811559643,multi_match,false_negative_miss,3,0,0.3702,0.0008,0.3693,True,INDIA
S1-508864242,multi_match,underprediction,4,1,0.9995,0.0128,0.9868,True,US
S1-831295626,multi_match,underprediction,3,1,0.9944,0.0,0.9944,True,US
S1-871537985,multi_match,underprediction,3,1,0.9991,0.9906,0.0085,True,US
S1-267055699,multi_match,underprediction,4,1,0.9994,0.9992,0.0003,True,INDIA
S1-126357157,multi_match,underprediction,4,1,0.9334,0.4694,0.464,True,US
S1-827957736,multi_match,underprediction,3,1,0.9997,0.0006,0.9991,True,US
S1-683401386,multi_match,underprediction,4,2,0.9995,0.9978,0.0016,True,US
S1-365062555,multi_match,underprediction,7,1,0.9999,0.0074,0.9925,True,INDIA
S1-900418061,multi_match,underprediction,2,1,0.8862,0.0031,0.8831,True,INDIA
S1-327609665,multi_match,underprediction,4,2,0.9997,0.9996,0.0,True,US
S1-667039314,multi_match,false_negative_miss,3,0,0.07,0.001,0.0691,True,INDIA
S1-974314517,multi_match,underprediction,3,1,0.9966,0.9862,0.0104,True,INDIA
S1-170563702,multi_match,underprediction,2,1,0.9996,0.0193,0.9803,True,US
S1-692710657,single_match,false_negative_miss,1,0,0.0011,0.001,0.0001,True,US
S1-835136200,multi_match,underprediction,6,1,0.9965,0.7152,0.2814,True,US
S1-792176551,multi_match,underprediction,7,2,0.9998,0.9997,0.0,True,US
S1-301516385,multi_match,false_negative_miss,2,0,0.0003,0.0002,0.0,True,US
S1-573461418,multi_match,underprediction,5,2,0.9998,0.9995,0.0003,True,INDIA
S1-6546095,multi_match,false_negative_miss,2,0,0.0002,0.0001,0.0001,True,INDIA
S1-105571431,multi_match,underprediction,3,1,0.997,0.0008,0.9962,True,INDIA
S1-776113405,multi_match,underprediction,5,2,0.9989,0.9975,0.0015,True,US
S1-799927495,single_match,false_negative_miss,1,0,0.0004,0.0004,0.0001,True,INDIA
S1-565498634,multi_match,false_negative_miss,7,0,0.0733,0.0006,0.0727,True,US
S1-819885496,multi_match,underprediction,4,1,0.9992,0.0004,0.9988,True,US
S1-882104537,multi_match,false_negative_miss,5,0,0.3538,0.2547,0.0991,True,US
S1-223463310,multi_match,underprediction,3,2,0.9998,0.9955,0.0043,True,US
S1-673585158,multi_match,underprediction,5,2,0.9998,0.9993,0.0005,True,US
S1-802071960,multi_match,underprediction,5,2,0.9996,0.9977,0.0019,True,US
S1-744298839,multi_match,underprediction,6,1,0.4905,0.3373,0.1531,True,US
S1-925358394,multi_match,underprediction,5,2,0.9996,0.9994,0.0002,True,INDIA
S1-543586308,multi_match,underprediction,5,2,0.9997,0.9997,0.0,True,US
S1-382029559,multi_match,underprediction,3,2,0.9999,0.9999,0.0,True,US
S1-291266252,multi_match,underprediction,4,1,0.9997,0.9744,0.0253,True,US
S1-221583998,multi_match,underprediction,5,2,0.9899,0.988,0.0019,True,US
S1-723381865,multi_match,false_negative_miss,3,0,0.1167,0.0141,0.1026,True,INDIA
S1-187914458,multi_match,underprediction,5,2,0.9994,0.9991,0.0003,True,US
S1-502679859,multi_match,underprediction,3,1,0.9955,0.9946,0.0009,True,US
S1-739407011,multi_match,underprediction,4,1,0.9678,0.7074,0.2604,True,INDIA
S1-802362980,multi_match,underprediction,4,2,0.9997,0.9996,0.0002,True,US
S1-681919399,multi_match,perfect,2,2,0.9998,0.9975,0.0024,True,US
S1-399375479,multi_match,underprediction,3,1,0.8973,0.0007,0.8966,True,INDIA
S1-338234338,multi_match,underprediction,2,1,0.994,0.3856,0.6084,True,US
S1-49476064,multi_match,underprediction,3,1,0.9992,0.9979,0.0013,True,INDIA
S1-220249791,multi_match,underprediction,3,1,0.995,0.3785,0.6165,True,US
S1-238766580,multi_match,false_negative_miss,2,0,0.3982,0.0009,0.3974,True,US
S1-812998548,multi_match,false_negative_miss,2,0,0.401,0.3856,0.0154,True,INDIA
S1-111940023,single_match,false_negative_miss,1,0,0.0287,0.0035,0.0252,True,US
S1-762546696,multi_match,underprediction,3,1,0.9958,0.0392,0.9566,True,INDIA
S1-55432172,multi_match,false_negative_miss,5,0,0.2943,0.0064,0.2879,True,INDIA
S1-901656329,multi_match,underprediction,5,2,0.9998,0.9997,0.0001,True,US
S1-588522018,multi_match,underprediction,4,1,0.9998,0.9966,0.0032,True,US
S1-981372544,multi_match,underprediction,3,1,0.9999,0.9995,0.0004,True,INDIA
S1-556928351,multi_match,false_negative_miss,3,0,0.0002,0.0001,0.0001,True,INDIA
S1-676251203,multi_match,underprediction,5,2,0.9997,0.9942,0.0055,True,US
S1-746655919,multi_match,underprediction,4,2,0.9993,0.9984,0.0009,True,US
S1-851987800,multi_match,underprediction,5,2,0.9997,0.9997,0.0,True,US
S1-591934679,multi_match,false_negative_miss,2,0,0.0005,0.0001,0.0003,True,US
S1-559582785,multi_match,underprediction,4,2,0.9999,0.9998,0.0,True,INDIA
S1-226381975,multi_match,false_negative_miss,2,0,0.0248,0.0183,0.0065,True,US
S1-578625785,multi_match,underprediction,2,1,0.9694,0.6035,0.3659,True,INDIA
S1-456443589,single_match,false_negative_miss,1,0,0.1375,0.0003,0.1372,True,INDIA
S1-867396575,multi_match,false_negative_miss,2,0,0.0008,0.0002,0.0006,True,US
S1-174348208,multi_match,underprediction,4,1,0.9888,0.0009,0.9879,True,INDIA
S1-758412975,multi_match,underprediction,5,2,0.9998,0.9684,0.0315,True,US
S1-718151773,multi_match,false_negative_miss,2,0,0.0023,0.0008,0.0015,True,INDIA
S1-793254103,multi_match,underprediction,3,2,0.983,0.9811,0.0019,True,INDIA
S1-490118125,multi_match,false_negative_miss,2,0,0.0,0.0,0.0,True,US
S1-506745023,multi_match,underprediction,5,1,0.9998,0.9982,0.0016,True,US
S1-887072906,multi_match,false_negative_miss,3,0,0.0005,0.0004,0.0,True,US
S1-17121167,multi_match,underprediction,4,2,0.9961,0.9535,0.0425,True,US
S1-932308953,multi_match,false_negative_miss,5,0,0.0004,0.0002,0.0003,True,US
S1-720631246,single_match,perfect,1,1,0.9913,0.1253,0.8659,True,INDIA
S1-581290173,multi_match,underprediction,3,1,0.9992,0.9944,0.0048,True,INDIA
S1-194508053,multi_match,underprediction,4,2,0.9983,0.9765,0.0218,True,US
S1-478629587,multi_match,underprediction,3,1,0.9997,0.9992,0.0005,True,INDIA
S1-871620122,multi_match,underprediction,4,1,0.9616,0.8801,0.0815,True,INDIA
S1-556326726,multi_match,mixed,2,2,0.5936,0.5823,0.0113,True,INDIA
S1-503874737,multi_match,false_negative_miss,6,0,0.0001,0.0001,0.0,True,INDIA
S1-561116136,multi_match,underprediction,4,1,0.9999,0.9991,0.0008,True,US
S1-778242033,multi_match,false_negative_miss,3,0,0.0,0.0,0.0,True,US
S1-513385530,multi_match,underprediction,5,1,0.7878,0.0004,0.7874,True,INDIA
S1-714756043,multi_match,underprediction,3,1,0.9997,0.0001,0.9997,True,INDIA
S1-824087242,singleton,perfect,0,0,0.0145,0.0129,0.0016,True,US
S1-682012179,multi_match,underprediction,4,1,0.5236,0.0,0.5236,True,INDIA
S1-815536001,single_match,false_negative_miss,1,0,0.361,0.0004,0.3606,True,INDIA
S1-728615137,singleton,perfect,0,0,0.0231,0.0002,0.0229,True,INDIA
S1-836031373,singleton,false_positive_merge,0,1,0.7258,0.0003,0.7255,True,INDIA
S1-444280216,multi_match,underprediction,4,2,0.9998,0.9973,0.0025,True,US
S1-451174105,multi_match,perfect,2,2,0.9998,0.9997,0.0001,True,US
S1-37230078,multi_match,false_negative_miss,3,0,0.3918,0.3023,0.0894,True,INDIA
S1-641934954,multi_match,underprediction,2,1,0.6458,0.0049,0.6409,True,US
S1-295906485,multi_match,underprediction,5,2,0.9999,0.9987,0.0012,True,US
S1-238932664,multi_match,underprediction,4,1,0.9056,0.0,0.9056,True,INDIA
S1-265143718,multi_match,false_negative_miss,4,0,0.0007,0.0006,0.0001,True,INDIA
S1-30138292,multi_match,underprediction,3,1,0.9997,0.0003,0.9995,True,US
S1-443347260,multi_match,underprediction,2,1,0.9997,0.8351,0.1646,True,US
S1-654990701,multi_match,underprediction,5,2,0.9991,0.9954,0.0037,True,INDIA
S1-945790317,multi_match,underprediction,3,2,0.9998,0.996,0.0038,True,INDIA
S1-211067941,multi_match,underprediction,5,2,0.9997,0.9834,0.0163,True,US
S1-69421792,multi_match,underprediction,6,1,0.9928,0.9909,0.0019,True,INDIA
S1-36089150,multi_match,false_negative_miss,5,0,0.0003,0.0,0.0003,True,INDIA
S1-330571549,multi_match,underprediction,4,1,0.9703,0.3933,0.577,True,INDIA
S1-278987949,multi_match,underprediction,4,2,0.9998,0.9994,0.0005,True,INDIA
S1-779212870,multi_match,underprediction,6,2,0.9991,0.9872,0.012,True,US
S1-893462221,single_match,perfect,1,1,0.9998,0.0054,0.9944,True,INDIA
S1-164734521,single_match,false_negative_miss,1,0,0.361,0.001,0.36,True,INDIA
S1-671783213,multi_match,underprediction,4,1,0.9874,0.3702,0.6173,True,US
S1-108089768,multi_match,false_negative_miss,4,0,0.0019,0.0012,0.0006,True,INDIA
S1-782090616,multi_match,false_negative_miss,3,0,0.0977,0.0068,0.0909,True,INDIA
S1-949294732,multi_match,false_negative_miss,3,0,0.0002,0.0001,0.0001,True,US
S1-272790210,multi_match,false_negative_miss,2,0,0.0002,0.0001,0.0,True,US
S1-503146530,multi_match,false_negative_miss,3,0,0.0,0.0,0.0,True,US
S1-136152133,multi_match,underprediction,4,1,0.9998,0.9998,0.0,True,US
S1-281737598,single_match,false_negative_miss,1,0,0.0013,0.0001,0.0012,True,US
S1-190329466,multi_match,underprediction,3,1,0.9976,0.9862,0.0114,True,INDIA
S1-543497936,single_match,perfect,1,1,0.9999,0.5267,0.4732,True,US
S1-536878947,multi_match,underprediction,3,1,0.7914,0.0013,0.7902,True,US
S1-549304047,multi_match,underprediction,6,2,0.9984,0.9895,0.0088,True,US
S1-865605265,multi_match,underprediction,3,1,0.9993,0.2668,0.7325,True,US
S1-840772819,multi_match,underprediction,4,1,0.9969,0.0005,0.9964,True,US
S1-794403724,single_match,false_negative_miss,1,0,0.1165,0.0007,0.1158,True,INDIA
S1-827893515,multi_match,underprediction,5,1,0.5236,0.0007,0.5229,True,INDIA
S1-101951335,multi_match,underprediction,4,2,0.9995,0.9992,0.0003,True,INDIA
S1-366113057,multi_match,false_negative_miss,2,0,0.0001,0.0001,0.0,True,US
S1-197198469,multi_match,underprediction,2,1,0.9999,0.9876,0.0123,True,US
S1-494647998,multi_match,underprediction,6,1,0.6458,0.0032,0.6426,True,US
S1-390778047,multi_match,underprediction,3,1,0.9997,0.9536,0.046,True,INDIA
S1-771670713,multi_match,underprediction,2,1,0.996,0.3048,0.6912,True,US
S1-330386587,singleton,perfect,0,0,0.272,0.1697,0.1023,True,INDIA
S1-941827780,multi_match,underprediction,6,2,0.9999,0.9918,0.0081,True,US
S1-610745533,multi_match,underprediction,5,2,0.9999,0.9969,0.003,True,US
S1-896680811,multi_match,underprediction,3,2,0.9999,0.9998,0.0001,True,US
S1-275820392,multi_match,underprediction,4,2,0.9998,0.9989,0.0009,True,INDIA
S1-222711231,multi_match,underprediction,8,2,0.9997,0.9995,0.0002,True,US
S1-524916229,multi_match,underprediction,5,2,0.9985,0.9951,0.0035,True,US
S1-329730019,multi_match,underprediction,3,1,0.9957,0.4399,0.5557,True,INDIA
S1-45573847,multi_match,underprediction,4,1,0.9998,0.3702,0.6297,True,US
S1-583731377,multi_match,underprediction,3,1,0.9993,0.9948,0.0045,True,INDIA
S1-478407140,multi_match,underprediction,4,1,0.9997,0.999,0.0008,True,US
S1-590369227,multi_match,underprediction,4,1,0.9972,0.0003,0.9969,True,US
S1-279516422,single_match,perfect,1,1,0.9994,0.0003,0.9992,True,US
S1-687058521,single_match,false_negative_miss,1,0,0.0003,0.0002,0.0001,True,US
S1-236392418,multi_match,underprediction,3,1,0.9955,0.6458,0.3497,True,INDIA
S1-205896451,multi_match,underprediction,5,2,0.9976,0.9906,0.007,True,US
S1-651295306,multi_match,underprediction,2,1,0.9996,0.4588,0.5408,True,US
S1-822550517,multi_match,underprediction,5,1,0.9992,0.6367,0.3625,True,US
S1-72903216,multi_match,underprediction,6,2,0.9995,0.9991,0.0005,True,US
S1-875686310,multi_match,false_negative_miss,2,0,0.0,0.0,0.0,True,INDIA
S1-406960076,multi_match,underprediction,4,1,0.9994,0.0008,0.9985,True,INDIA
S1-293739662,singleton,perfect,0,0,0.1585,0.1137,0.0448,True,US
S1-496229252,multi_match,false_negative_miss,2,0,0.0012,0.0004,0.0008,True,US
S1-318397328,multi_match,underprediction,3,2,0.999,0.9604,0.0385,True,INDIA
S1-142207909,multi_match,underprediction,3,2,0.9822,0.8349,0.1473,True,US
S1-44525803,single_match,perfect,1,1,0.9951,0.0002,0.9949,True,US
S1-243705121,multi_match,underprediction,4,2,0.9996,0.9986,0.001,True,US
S1-19312029,multi_match,underprediction,3,1,0.893,0.0371,0.8559,True,INDIA
S1-663709369,multi_match,underprediction,4,1,0.9987,0.1754,0.8233,True,US
S1-686607579,multi_match,underprediction,2,1,0.9312,0.0262,0.905,True,INDIA
S1-328544201,multi_match,underprediction,6,2,0.9998,0.9985,0.0012,True,US
S1-895448800,multi_match,underprediction,2,1,0.899,0.3241,0.5749,True,INDIA
S1-756831162,multi_match,underprediction,4,1,0.9954,0.9952,0.0002,True,INDIA
S1-986624719,multi_match,underprediction,4,2,0.9992,0.9989,0.0003,True,US
S1-998699202,single_match,false_negative_miss,1,0,0.0001,0.0001,0.0,True,US
S1-712700885,singleton,perfect,0,0,0.4115,0.2969,0.1146,True,INDIA
S1-929451699,multi_match,underprediction,7,1,0.9989,0.0798,0.9191,True,INDIA
