s1_id,true_id,source,current_status,name_tfidf,address_tfidf,char_ngram,token_retrieval,numeric,multiscript,rescued_by,reason_if_still_missed
S1-652331096,S2-152006595,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-738970437,S3-764030765,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-78166516,S2-72589029,S2,HIT,0,1,0,1,0,0,already_hit,
S1-549730361,S3-431626920,S3,HIT,1,0,1,0,0,0,name_tfidf,
S1-967173158,S3-986719093,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-191451677,S2-96411565,S2,HIT,1,0,1,0,0,0,already_hit,
S1-566183725,S3-273723612,S3,HIT,1,1,1,0,0,0,already_hit,
S1-57859332,S3-451677513,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-946299217,S2-886169100,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-876414429,S3-985722497,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-328508353,S2-966387916,S2,HIT,1,1,1,0,0,0,already_hit,
S1-823731657,S2-119360751,S2,HIT,1,1,1,1,1,0,already_hit,
S1-109319200,S3-217920261,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-780690767,S2-771239614,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-790771894,S2-368928087,S2,HIT,1,1,1,1,0,0,already_hit,
S1-289445281,S2-559415812,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-570676783,S2-883426935,S2,HIT,1,1,1,1,0,0,already_hit,
S1-513400646,S3-385858457,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-71714945,S3-893472770,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-673553033,S2-40944498,S2,HIT,1,1,1,1,0,0,already_hit,
S1-564223388,S3-763424066,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-459799143,S2-516113780,S2,HIT,1,1,1,1,0,0,already_hit,
S1-417074218,S3-804702164,S3,HIT,1,1,1,0,0,0,already_hit,
S1-200572754,S3-711267978,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-946744214,S3-121425019,S3,HIT,1,1,1,1,0,0,already_hit,
S1-370595750,S3-761988239,S3,HIT,1,1,1,0,0,0,already_hit,
S1-610334774,S2-260694115,S2,HIT,1,1,1,0,0,0,already_hit,
S1-632463387,S3-252746412,S3,HIT,1,1,1,1,0,0,already_hit,
S1-627821025,S3-923636144,S3,HIT,1,1,1,0,0,0,already_hit,
S1-433113004,S2-585933156,S2,HIT,1,1,1,1,0,0,already_hit,
S1-992675855,S3-426474216,S3,HIT,1,1,1,0,0,0,already_hit,
S1-745300796,S3-505333571,S3,HIT,1,1,1,0,0,0,already_hit,
S1-89111115,S2-831707013,S2,HIT,1,1,1,0,0,0,already_hit,
S1-387418200,S3-76032683,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-799126736,S2-753797987,S2,HIT,0,1,0,0,0,0,already_hit,
S1-499566732,S2-79222030,S2,HIT,1,1,1,1,0,0,already_hit,
S1-382435344,S2-850859063,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-930625292,S2-457873149,S2,HIT,1,1,1,0,0,0,already_hit,
S1-26906339,S2-139724046,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-555090350,S2-956444376,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-364282301,S3-319087531,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-346929118,S2-105197053,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-459799143,S3-888745534,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-439413861,S2-157445842,S2,HIT,1,1,1,0,0,0,already_hit,
S1-925443249,S3-657719376,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-335576235,S3-42549227,S3,MISSED,0,0,0,0,0,0,none,extreme_distortion_or_disjoint_tokens
S1-703703543,S3-24409234,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-230395971,S3-406180657,S3,HIT,1,1,1,0,0,0,already_hit,
S1-394715818,S3-556335972,S3,HIT,1,1,1,1,0,0,already_hit,
S1-20928731,S3-365472277,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-676936062,S3-686567177,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-369058465,S3-699956481,S3,HIT,1,1,1,1,0,0,already_hit,
S1-337335507,S2-730079271,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-939045953,S3-615558806,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-382930093,S3-443115124,S3,HIT,1,0,1,0,0,0,already_hit,
S1-709830881,S3-154538164,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-752489684,S2-42283310,S2,HIT,1,0,1,1,0,0,already_hit,
S1-981440385,S3-345144200,S3,HIT,1,0,1,0,0,0,already_hit,
S1-291751421,S2-516670537,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-185653319,S3-895120075,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-11841493,S2-121701296,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-555957831,S2-836236106,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-800072803,S2-34410442,S2,HIT,1,0,1,1,0,0,already_hit,
S1-662105929,S3-183832147,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-30139910,S2-185081484,S2,HIT,1,1,1,1,0,0,already_hit,
S1-893983413,S2-159482996,S2,HIT,1,1,1,0,0,0,already_hit,
S1-307045007,S2-464718720,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-761585587,S2-509160915,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-186761262,S3-334435903,S3,HIT,1,1,1,0,0,0,already_hit,
S1-116561830,S3-450645002,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-836203525,S3-289252379,S3,HIT,1,1,1,0,0,0,already_hit,
S1-157020136,S2-67551855,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-748867572,S3-726962279,S3,HIT,1,0,1,0,0,0,already_hit,
S1-337335507,S3-933388733,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-355850450,S2-462052345,S2,HIT,1,1,1,0,0,0,already_hit,
S1-278626482,S3-997213647,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-773320212,S2-98574359,S2,HIT,1,1,1,1,0,0,already_hit,
S1-888312490,S2-284935999,S2,HIT,0,1,0,1,0,0,already_hit,
S1-666435696,S3-427834989,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-547937022,S2-781779369,S2,HIT,1,1,1,1,0,0,already_hit,
S1-745775319,S2-157938966,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-298875156,S3-33127166,S3,HIT,1,1,1,0,0,0,already_hit,
S1-16541529,S2-986614014,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-868691454,S3-170926999,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-725250835,S3-422629263,S3,HIT,0,1,0,1,0,0,already_hit,
S1-744315333,S2-100978306,S2,HIT,1,0,1,0,0,0,already_hit,
S1-239070338,S3-148723682,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-633523724,S3-16088909,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-199433633,S2-909825329,S2,HIT,1,1,1,1,0,0,already_hit,
S1-580832167,S2-584993464,S2,HIT,1,1,1,1,1,0,already_hit,
S1-90771849,S2-682583790,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-964972529,S3-589950704,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-95503899,S2-950137390,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-357629838,S3-937363553,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-761010516,S2-425183592,S2,HIT,1,0,1,1,0,0,already_hit,
S1-881510394,S3-833279260,S3,HIT,1,1,1,1,0,0,already_hit,
S1-406508866,S3-648953744,S3,HIT,1,1,1,0,1,0,already_hit,
S1-241686597,S3-84276127,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-902552291,S3-666307285,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-651713662,S3-907271982,S3,HIT,1,1,1,0,0,0,already_hit,
S1-749912968,S2-544193840,S2,HIT,1,1,1,0,0,0,already_hit,
S1-835581754,S3-793749688,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-484130661,S2-617230945,S2,HIT,1,1,1,1,0,0,already_hit,
S1-659821047,S3-883781621,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-49535321,S2-936019504,S2,HIT,1,1,1,0,0,0,already_hit,
S1-985038901,S3-216786851,S3,HIT,1,1,1,0,1,0,already_hit,
S1-291751421,S2-867134204,S2,HIT,1,1,1,0,0,0,already_hit,
S1-464761064,S2-476337457,S2,HIT,1,0,1,0,0,0,name_tfidf,
S1-6344565,S3-262718502,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-755575907,S3-128401249,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-561463598,S2-610124985,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-136894582,S2-868217429,S2,HIT,1,1,1,0,0,0,already_hit,
S1-448733076,S2-883581882,S2,HIT,1,1,1,1,0,0,already_hit,
S1-420208517,S2-290546617,S2,HIT,1,1,1,1,0,0,already_hit,
S1-83210593,S3-415947554,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-148803268,S2-82015526,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-903445032,S2-689432168,S2,MISSED,0,0,0,0,0,0,none,extreme_distortion_or_disjoint_tokens
S1-136650911,S3-331371163,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-758560267,S3-105948625,S3,HIT,1,1,1,0,0,0,already_hit,
S1-991461248,S3-401920484,S3,HIT,1,1,1,0,0,0,already_hit,
S1-108888770,S3-2861428,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-680008372,S3-319382210,S3,HIT,1,0,1,0,0,0,already_hit,
S1-378062593,S3-637007713,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-940115232,S2-492128678,S2,HIT,1,1,1,0,0,0,already_hit,
S1-56985694,S3-531690508,S3,HIT,1,1,1,0,0,0,already_hit,
S1-262792319,S2-665192549,S2,HIT,1,1,1,0,0,0,already_hit,
S1-161700708,S2-649652883,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-696636634,S2-529542489,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-814048116,S3-216467908,S3,HIT,1,1,1,0,0,0,already_hit,
S1-803160323,S2-539720839,S2,HIT,1,1,1,1,0,0,already_hit,
S1-136406261,S3-62071333,S3,HIT,1,1,1,0,0,0,already_hit,
S1-420073336,S3-567296,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-509571057,S2-874755440,S2,HIT,1,1,1,0,0,0,already_hit,
S1-757100365,S3-523816768,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-965828930,S2-373977017,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-47869953,S2-580021884,S2,HIT,1,1,1,0,0,0,already_hit,
S1-259452306,S3-787015231,S3,HIT,1,0,1,0,0,0,already_hit,
S1-966940882,S3-324805369,S3,HIT,0,1,0,0,1,0,already_hit,
S1-105548872,S3-886174080,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-20091285,S3-697524769,S3,HIT,1,1,1,0,0,0,already_hit,
S1-307708702,S3-375010581,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-299742816,S3-261323251,S3,HIT,1,1,1,0,0,0,already_hit,
S1-401741650,S3-97744972,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-23669343,S3-830767900,S3,HIT,1,1,1,0,0,0,already_hit,
S1-254658412,S2-893920787,S2,HIT,0,1,0,1,0,0,already_hit,
S1-809269444,S2-902157923,S2,HIT,0,1,0,0,0,0,already_hit,
S1-112377984,S3-498865015,S3,HIT,1,1,1,1,0,0,already_hit,
S1-899444778,S3-768347147,S3,HIT,0,1,0,0,0,0,already_hit,
S1-927150955,S3-102334697,S3,HIT,1,1,1,0,0,0,already_hit,
S1-271520763,S2-266214561,S2,HIT,1,1,1,1,0,0,already_hit,
S1-865492250,S3-336249758,S3,HIT,1,1,1,0,0,0,already_hit,
S1-649450166,S3-420198248,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-787572508,S2-836567679,S2,HIT,1,1,1,0,0,0,already_hit,
S1-29507374,S3-845481501,S3,HIT,1,1,1,0,0,0,already_hit,
S1-248417578,S2-138497281,S2,HIT,1,1,1,1,0,0,already_hit,
S1-372253974,S3-142774832,S3,HIT,1,1,1,1,0,0,already_hit,
S1-727678401,S3-496122457,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-187614953,S3-546299232,S3,HIT,1,1,1,1,0,0,already_hit,
S1-822527440,S3-230184623,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-481032281,S3-140368379,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-734467842,S3-448633564,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-825696206,S2-964458310,S2,HIT,1,1,1,0,0,0,already_hit,
S1-155893581,S2-650940194,S2,HIT,1,1,1,0,0,0,already_hit,
S1-904996225,S3-20337649,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-735419931,S2-280239923,S2,HIT,1,1,1,1,0,0,already_hit,
S1-352600381,S2-592633962,S2,HIT,1,1,1,0,0,0,already_hit,
S1-768044770,S2-583905864,S2,HIT,0,1,0,1,0,0,already_hit,
S1-758075760,S2-198954890,S2,HIT,1,1,1,0,0,0,already_hit,
S1-491337400,S3-32770541,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-868349363,S2-258002231,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-962416500,S2-929537611,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-199042405,S3-427414498,S3,HIT,1,0,1,0,0,0,name_tfidf,
S1-871687844,S3-205533270,S3,HIT,1,1,1,0,0,0,already_hit,
S1-154383438,S3-707079312,S3,HIT,1,1,1,0,0,0,already_hit,
S1-968656774,S3-529538060,S3,HIT,1,1,1,0,0,0,already_hit,
S1-297863402,S3-141113518,S3,HIT,1,1,1,0,0,0,already_hit,
S1-91890249,S2-499931513,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-515548222,S3-815866312,S3,HIT,0,1,0,1,0,0,already_hit,
S1-848852562,S2-820375008,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-801645099,S3-446348408,S3,HIT,0,1,0,1,0,0,already_hit,
S1-801330227,S2-305312693,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-27508378,S3-962266432,S3,HIT,1,1,1,0,0,0,already_hit,
S1-108314429,S2-628035494,S2,MISSED,0,0,0,0,0,0,none,extreme_distortion_or_disjoint_tokens
S1-580432162,S2-136867863,S2,HIT,1,0,1,1,0,0,already_hit,
S1-326704888,S2-372345516,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-831922252,S3-958319846,S3,HIT,1,1,1,0,0,0,already_hit,
S1-56520129,S3-528238219,S3,HIT,1,0,1,0,0,0,already_hit,
S1-90032658,S2-816832057,S2,HIT,1,1,1,0,0,0,already_hit,
S1-589521969,S2-630237012,S2,HIT,1,1,1,1,0,0,already_hit,
S1-566137077,S3-106437410,S3,HIT,1,1,1,0,1,0,already_hit,
S1-278756630,S2-830975909,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-747060914,S2-631169147,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-48025555,S2-360222067,S2,HIT,1,1,1,0,0,0,already_hit,
S1-783210230,S2-200904889,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-997382020,S3-924230108,S3,HIT,1,1,1,0,0,0,already_hit,
S1-21590818,S3-304210618,S3,HIT,1,1,1,0,1,0,already_hit,
S1-116081375,S2-600462597,S2,HIT,0,1,0,1,0,0,already_hit,
S1-545578977,S3-946076819,S3,HIT,1,1,1,0,0,0,already_hit,
S1-295805789,S3-988900764,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-797568090,S3-547384453,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-106221717,S3-504945706,S3,HIT,0,1,0,0,1,0,already_hit,
S1-622374625,S2-942835261,S2,HIT,0,1,0,0,0,0,already_hit,
S1-303060578,S3-17417446,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-75627448,S3-938556119,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-631165181,S3-835344177,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-970207960,S3-897702862,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-667800903,S2-260056676,S2,HIT,1,1,1,0,1,0,already_hit,
S1-551363317,S3-230080155,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-135435811,S3-351559765,S3,HIT,1,1,1,1,0,0,already_hit,
S1-887329419,S2-908017293,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-84979808,S3-781232073,S3,HIT,1,1,1,0,0,0,already_hit,
S1-15326347,S2-8201757,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-19053820,S2-51046564,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-734467842,S3-815981613,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-430985536,S3-397450776,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-460136045,S2-718987615,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-469120086,S2-421788249,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-2092817,S3-891277782,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-536488324,S2-446366107,S2,HIT,1,0,1,0,0,0,name_tfidf,
S1-676936062,S2-407458168,S2,HIT,1,1,1,0,0,0,already_hit,
S1-892042493,S2-307393177,S2,HIT,1,1,1,0,0,0,already_hit,
S1-170960991,S2-674061727,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-4989757,S3-386533804,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-911537189,S3-920928330,S3,HIT,1,1,1,0,0,0,already_hit,
S1-176371732,S2-10834350,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-942590387,S2-604466369,S2,HIT,1,1,1,0,1,0,already_hit,
S1-327901274,S3-413405247,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-662343149,S3-859854324,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-493059116,S2-802677520,S2,HIT,1,1,1,1,0,0,already_hit,
S1-11762665,S2-89556577,S2,HIT,1,0,1,1,0,0,already_hit,
S1-868064087,S2-245059100,S2,HIT,1,1,1,1,0,0,already_hit,
S1-794691757,S3-308282156,S3,HIT,0,1,0,0,0,0,already_hit,
S1-109220061,S3-556914571,S3,HIT,1,0,1,1,0,0,already_hit,
S1-610164964,S2-576086565,S2,HIT,1,1,1,0,0,0,already_hit,
S1-504285887,S3-127798021,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-735663405,S2-632396698,S2,HIT,1,1,1,1,0,0,already_hit,
S1-476024246,S2-335788428,S2,HIT,0,1,0,0,0,0,already_hit,
S1-432725599,S3-786675009,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-274128166,S3-713243275,S3,HIT,1,1,1,0,0,0,already_hit,
S1-857022301,S2-644360749,S2,HIT,1,0,1,0,0,0,already_hit,
S1-381957415,S3-888417008,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-19400879,S2-368764620,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-557122184,S3-905454957,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-736761428,S2-273760983,S2,HIT,1,1,1,0,1,0,already_hit,
S1-740533054,S2-526165060,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-390812473,S2-535128360,S2,HIT,1,0,1,1,0,0,already_hit,
S1-411129053,S3-365043394,S3,HIT,1,1,1,1,0,0,already_hit,
S1-682825529,S3-550491138,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-154070680,S2-695653653,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-748243940,S2-302608076,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-907635568,S2-600961480,S2,HIT,1,1,1,0,0,0,already_hit,
S1-995572998,S2-813719642,S2,MISSED,0,0,0,0,0,0,none,extreme_distortion_or_disjoint_tokens
S1-811004970,S3-701469807,S3,HIT,1,0,1,0,0,0,already_hit,
S1-859740925,S2-128307328,S2,HIT,1,1,1,1,0,0,already_hit,
S1-741817106,S2-940093818,S2,HIT,1,1,1,1,0,0,already_hit,
S1-739611320,S2-76235404,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-244454509,S3-169729483,S3,HIT,1,1,1,0,1,0,already_hit,
S1-196390702,S2-813604226,S2,HIT,1,1,1,1,0,0,already_hit,
S1-600309700,S2-950207400,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-352812316,S2-306281347,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-67951851,S3-571151027,S3,HIT,1,0,1,0,0,0,name_tfidf,
S1-303791674,S2-56047275,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-249916694,S2-582508810,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-820394674,S3-443505567,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-430467301,S2-307316437,S2,HIT,1,1,1,0,0,0,already_hit,
S1-80960427,S3-318861232,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-305783479,S2-509660122,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-196127879,S3-267793469,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-830412925,S2-143411964,S2,HIT,1,1,1,1,0,0,already_hit,
S1-327225619,S3-752160488,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-387424759,S2-988624761,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-311090979,S3-651529833,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-700600281,S3-562636082,S3,HIT,1,1,1,0,0,0,already_hit,
S1-665834015,S3-616635101,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-665624518,S3-941487332,S3,HIT,1,0,1,0,0,0,already_hit,
S1-629464448,S3-323578664,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-512066012,S2-668477638,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-919267939,S3-304491164,S3,HIT,1,1,1,1,0,0,already_hit,
S1-78167364,S2-728244515,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-132535915,S2-541802277,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-120433302,S3-768535966,S3,HIT,1,0,1,0,0,0,already_hit,
S1-543291404,S2-369294405,S2,HIT,0,1,0,0,0,0,already_hit,
S1-535461143,S3-441170277,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-273979066,S3-654214623,S3,HIT,1,0,1,0,0,0,name_tfidf,
S1-424529930,S3-749460022,S3,HIT,1,1,1,0,0,0,already_hit,
S1-803356777,S2-857129907,S2,HIT,1,1,1,0,0,0,already_hit,
S1-571376605,S2-587418575,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-961723116,S2-162259320,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-409256428,S3-503380310,S3,HIT,1,0,1,0,0,0,name_tfidf,
S1-272862947,S3-10554822,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-436985273,S3-150259143,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-806442558,S3-302491608,S3,HIT,1,0,1,0,0,0,name_tfidf,
S1-849052876,S2-149866422,S2,HIT,1,1,1,0,0,0,already_hit,
S1-827663947,S2-611033690,S2,HIT,1,1,1,0,0,0,already_hit,
S1-654340387,S2-162169927,S2,HIT,1,1,1,1,0,0,already_hit,
S1-78396716,S2-349611367,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-942011133,S2-737712060,S2,HIT,0,1,0,0,0,0,address_tfidf,
S1-144335241,S3-418140186,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-987010400,S2-657824103,S2,HIT,1,1,1,0,0,0,already_hit,
S1-159514912,S3-339835971,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-706839088,S3-191810817,S3,HIT,1,1,1,0,0,0,already_hit,
S1-899424683,S2-109802500,S2,HIT,1,1,1,1,0,0,already_hit,
S1-320400684,S3-232239858,S3,HIT,1,0,1,0,0,0,already_hit,
S1-970518712,S2-239226917,S2,HIT,0,1,0,0,0,0,already_hit,
S1-575923620,S2-144229054,S2,HIT,1,1,1,0,0,0,already_hit,
S1-673553033,S3-106149406,S3,HIT,1,1,1,1,0,0,already_hit,
S1-404373285,S2-466016731,S2,HIT,1,1,1,0,0,0,already_hit,
S1-921396568,S2-940114459,S2,MISSED,0,0,0,0,0,0,none,extreme_distortion_or_disjoint_tokens
S1-481227494,S3-14804268,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-407040022,S3-315827376,S3,HIT,1,0,1,1,0,0,already_hit,
S1-186737681,S3-248457032,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-768087173,S2-532090886,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-883468618,S2-922415720,S2,HIT,1,1,1,1,0,0,already_hit,
S1-419304665,S2-717447003,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-970879476,S2-299163560,S2,HIT,1,1,1,1,0,0,already_hit,
S1-892015074,S3-247125004,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-506019440,S2-154602746,S2,HIT,1,1,1,0,1,0,already_hit,
S1-352105774,S2-710679913,S2,HIT,1,0,1,0,0,0,already_hit,
S1-312734624,S2-768410815,S2,HIT,0,1,0,1,0,0,already_hit,
S1-449893244,S2-293028206,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-740270062,S2-117906181,S2,HIT,1,1,1,0,0,0,already_hit,
S1-602806324,S3-806363951,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-834386502,S3-678845946,S3,HIT,0,1,0,0,0,0,address_tfidf,
S1-28577691,S3-425924435,S3,HIT,1,1,1,1,0,0,already_hit,
S1-87139457,S2-79998026,S2,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-431659504,S3-617889774,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
S1-769228954,S3-591749619,S3,HIT,1,1,1,1,0,0,already_hit,
S1-613244295,S3-505037573,S3,HIT,1,1,1,0,0,0,name_tfidf+address_tfidf,
