s1_id	target_id	target_source	s1_name	s1_address	s1_country	target_country	shared_tokens	diagnosed_reason
S1-180825357	S2-806189981	S2	ace developers pvt ltd	358 1 daskroi gujarat ahmedabad vaniyavas village aslali	india	india		empty_or_missing_name
S1-38975384	S2-2838590	S2	krishna hospitality private limited	orissa cuttack niladri vihar chauliagang plot no 861 cuttack	india	india		empty_or_missing_name
S1-604063938	S3-336358895	S3	wildlife initiative	60 frederic road vernon ct	us	us	initiative,wildlife	partial_token_overlap_unindexed
S1-305440895	S3-547827089	S3	no nursing home	32 vill bania bigha tola bania bigha panch amara panchyat block arwal arwal bihar	india	india	nursing,no	partial_token_overlap_unindexed
S1-313505778	S3-679018516	S3	birgitta wheeler columbia	551 seitz drive salina ks	us	us	wheeler,columbia,birgitta	partial_token_overlap_unindexed
S1-415633195	S3-733585917	S3	east india pvt ltd	at shiv road beside of m p sir house khadgaon latur maharashtra	india	india	east,pvt,ltd	partial_token_overlap_unindexed
S1-7272746	S2-957322522	S2	dermatology group	1036 sellers road jefferson city tn	us	us	dermatology,group	partial_token_overlap_unindexed
S1-689019362	S2-475497241	S2	modern power private limited	8 2 334 35 road no 4 banjara hills khairatabad hyderabad telangana	india	india		empty_or_missing_name
S1-994834382	S3-624071176	S3	deerdre berg precision brewing inc	1300 grandview drive fl 0 saint louis mo	us	us	inc,brewing,deerdre,precision	partial_token_overlap_unindexed
S1-243896131	S3-899277341	S3	delta advanced wells llc	53 08 192 street fresh meadows ny	us	us	llc,wells,advanced,delta	partial_token_overlap_unindexed
S1-279092218	S2-8835675	S2	internal medicine group inc	kansas city mo 5504 86th street	us	us	medicine,internal,group	partial_token_overlap_unindexed
S1-510798130	S2-610285646	S2	gennxt agencies private limited	kothavale galli at post kavathemahankal tal kavathemahankal kavathemahankal sangli maharashtra	india	india		zero_shared_tokens_transliteration
S1-8548525	S3-756708084	S3	matrix global private limited	flat no 52 delhi krishna appartments j block sec 16 rohini north west	india	india		zero_shared_tokens_transliteration
S1-982496134	S3-833351961	S3	aditva stone ltd	s no 12 2a 1 vrundavan colony chinchwade nagar pune maharashtra	india	india	ltd,aditva	partial_token_overlap_unindexed
S1-2092817	S3-891277782	S3	hamilton newtekone	210 clark street sweetwater tn	us	us		zero_shared_tokens_transliteration
S1-270609465	S2-124107475	S2	continental immersion	31 morehouse avenue milford ct	us	us	immersion,continental	partial_token_overlap_unindexed
S1-399718134	S3-724061995	S3	engineering remedies private limited	no 7 1 raza villa alfred street richmond town bangalore karnataka	india	india	engineering,limited,remedies	partial_token_overlap_unindexed
S1-331578066	S3-981905541	S3	reliable telecom enterprises clinic	il bartlett 1221 rose court	us	us	enterprises,telecom,clinic,reliable	partial_token_overlap_unindexed
S1-563661207	S3-894052809	S3	rockstar and sons of pune city	a 802 wisteria keshav nagar manjri rd pune city pune maharashtra	india	india	rockstar	partial_token_overlap_unindexed
S1-8068264	S3-26009326	S3	tech constructions pvt ltd	ground floor 1 village sarai khawaja faridabad haryana	india	india		empty_or_missing_name
S1-49676790	S2-618933781	S2	new delhi realtors llp	new delhi e 61 block e first floor delhi gurunanakpura jail raod west delhi	india	india	realtors,new,delhi	partial_token_overlap_unindexed
S1-312468980	S3-386529355	S3	cascade fund	5645 pardee smith road arcadia ny	us	us	fund,cascade	partial_token_overlap_unindexed
S1-370211327	S3-619380993	S3	mium best flaherty llc	ar harrison 592 highway 125	us	us		zero_shared_tokens_transliteration
S1-847119223	S2-807583136	S2	unique power private limited	panchamukhi regency balianta bhubaneswar block d 503 khordha orissa	india	india		empty_or_missing_name
S1-647077283	S2-583436881	S2	quartz inc	613 cavendish court nashville tn	us	us	inc	partial_token_overlap_unindexed
S1-121715794	S2-294495523	S2	digital agro	no 523 n s r road saibaba colony coimbatore 641 011 tamil nadu	india	india		empty_or_missing_name
S1-878079632	S2-933591448	S2	smart medical works inc	620 hogan road nashville tn	us	us	medical,smart,works	partial_token_overlap_unindexed
S1-230494994	S2-689293952	S2	kmr midwest medicines llc	7849 roscoe street chicago il	us	us		zero_shared_tokens_transliteration
S1-835425265	S3-9987388	S3	green united solana llc	694 e side drive unit f layton ut	us	us	solana,llc,green	partial_token_overlap_unindexed
S1-438638381	S3-368557591	S3	shree hari private limited	section no 13 bh 133 sector 70 noida gautam buddha nagar uttar pradesh	india	india		zero_shared_tokens_transliteration
S1-128057058	S3-964892901	S3	alexander superior travel	worcester township 2572 muirfield way pa	us	us	travel,alexander,superior	partial_token_overlap_unindexed
S1-838509817	S3-298099817	S3	ironclad wintergreen inc	2935 68th street unit unit 210 scottsdale az	us	us	inc,ironclad	partial_token_overlap_unindexed
S1-264688076	S2-327776196	S2	trujillo atlanticus l l c	6417 central avenue phoenix az	us	us	trujillo,atlanticus	partial_token_overlap_unindexed
S1-4713410	S2-561072570	S2	soundarya service private limited	s 8 and 9 hl plaza plot no 9 sector 12 dwarka new delhi south west delhi delhi	india	india	service,private,soundarya	partial_token_overlap_unindexed
S1-291621916	S3-523199169	S3	creative energy private limited	karnataka bangalore 8 and 9 mes road sharadamba nagar jalahalli industrial area	india	india		empty_or_missing_name
S1-105648976	S2-158821583	S2	jolene farnham webster l l c	in 11180 main street flat rock	us	us		zero_shared_tokens_transliteration
S1-986317696	S3-515693622	S3	behavioral health group	3021 regency ct unit 92 ames ia	us	us	health,group,behavioral	partial_token_overlap_unindexed
S1-580118356	S2-998416208	S2	spectra technologies llp	north delhi block h 2nd floor dsiidc narela plot no one four one nine delhi new delhi	india	india	spectra,technologies	partial_token_overlap_unindexed
S1-982706227	S3-385108842	S3	high constructions limited	anekal ground floor s v pleasenta no flat no 1011 bangalore karnataka	india	india		empty_or_missing_name
S1-598327086	S3-862210892	S3	sherrill alpine llc	246 iris street mahtomedi mn	us	us	sherrill,alpine	partial_token_overlap_unindexed
S1-745303317	S2-833734172	S2	ahmadabad city polytech private limited	1001 10th floor aaryan workspaces 2 nr navkar public school gulbai tekra road ahmadabad city ahmedabad gujarat	india	india	polytech,limited,private,ahmadabad	partial_token_overlap_unindexed
S1-188660583	S3-16447566	S3	ear nose and throat specialists llc	8713 bedford euless road hurst tx	us	us	llc,specialists,nose,throat,and,ear	partial_token_overlap_unindexed
S1-706711675	S2-259368932	S2	zhang school of medicine llc	unit 4197 4197 o connor road tx irving	us	us	of,zhang,school	partial_token_overlap_unindexed
S1-547976821	S3-220069423	S3	grand dynamix l l c	405 bradshire court deer park tx	us	us	dynamix,grand	partial_token_overlap_unindexed
S1-652730415	S3-521452875	S3	arma dairy associates	building no 5 and 4 k no 262 4 5 kalkere village arekere puttappa layout bangalore karnataka	india	india	associates,dairy,arma	partial_token_overlap_unindexed
S1-835406433	S3-388743379	S3	pediatric associates inc	1728 lauren circle spring lake nc	us	us	associates,pediatric	partial_token_overlap_unindexed
S1-248810108	S3-714353670	S3	patterson express eagle inc	270 mobile drive fl 1 ashland or	us	us	inc,eagle,express	partial_token_overlap_unindexed
S1-285120447	S2-166284690	S2	shiv software	no 386 karnataka bangalore 4th main ii block r t nagar	india	india		empty_or_missing_name
S1-977844794	S3-556051999	S3	ear nose and throat group	629 sundance drive bolingbrook il	us	us	ear,throat,nose,and	partial_token_overlap_unindexed
S1-22888672	S2-255953348	S2	eye center llc	winston salem nc 2249 brecknock drive	us	us	eye,llc	partial_token_overlap_unindexed
S1-353027107	S3-176088935	S3	avani valley private limited	rs no 253 2 karur main road ganapathypalayam post punjaikalamangalam erode tamil nadu	india	india	avani,limited,private	partial_token_overlap_unindexed
S1-815293385	S3-684752599	S3	rare and sons private limited	mumbai 2nd floor anmol chs s m haldankar road 201 maharashtra mumbai	india	india	and,rare,sons	partial_token_overlap_unindexed
S1-330250935	S2-66782066	S2	malappuram ai corp	old no i 896 new no 680 a nettukkattil house parammal kuttippuram malappuram malappuram malapuram kerala	india	india	corp,ai	partial_token_overlap_unindexed
S1-264008910	S3-270838962	S3	contreras marabel dds p c	1725 charles street lafayette in	us	us		zero_shared_tokens_transliteration
S1-195543907	S2-828103101	S2	north memorial trust	a 1 2 floor 5 plot 2 a wing aidun building john crasto lane dhobi talao 1st lane marine lines mumbai mumbai maharashtra	india	india	north,trust	partial_token_overlap_unindexed
S1-104226194	S3-873691905	S3	global lotus construction pvt ltd	a 212 malhotra complex gali no a 01 vikas marg shakarpur laxmi nagar east delhi delhi	india	india		empty_or_missing_name
S1-16339655	S2-569673995	S2	family reliable chiropractic	1522 indianola avenue unit a columbus oh	us	us	chiropractic,family	partial_token_overlap_unindexed
S1-793579612	S2-139233570	S2	hanson s fresh apparel	1210 q street unit lot 64 richmond in	us	us	s,hanson,apparel	partial_token_overlap_unindexed
S1-983032539	S3-147864456	S3	pioneer raj technologies pvt ltd	30 c r avenue 3rd floor kolkata kolkata howrah west bengal	india	india	pvt,raj,ltd,pioneer	partial_token_overlap_unindexed
S1-652569864	S3-421585101	S3	bhopal analytics	flat g 1 plot no 75 ruchi apartment trilanga behind bank of baroda gulmohar bhopal madhya pradesh	india	india	bhopal	partial_token_overlap_unindexed
S1-50900137	S2-664209491	S2	td exports private limited	kolkata sir rnm house 5th floor3b lal bazar street block 2 west bengal calcutta	india	india	td,private,exports	partial_token_overlap_unindexed
S1-53811749	S3-234365735	S3	garza rebecca p a	929 5th avenue laurel mt	us	us	garza,p,rebecca,a	partial_token_overlap_unindexed
S1-178294245	S3-129729503	S3	novyn foods	1881 waterside court oak harbor wa	us	us	novyn	partial_token_overlap_unindexed
S1-927246417	S3-939865140	S3	merci thompson royal breeze co	8365 800 monticello in	us	us	breeze,royal,co,merci	partial_token_overlap_unindexed
S1-223283080	S2-374659322	S2	young builders inc	1935 apache boulevard unit 3005 tempe az	us	us		zero_shared_tokens_transliteration
S1-826235860	S3-404341586	S3	daron harris hydro llc	4313 brookview terrace fl 1 columbia mo	us	us	daron,llc,harris	partial_token_overlap_unindexed
S1-418840732	S3-364913737	S3	summers partners pllc	wake forest nc 6324 wakefalls drive	us	us		zero_shared_tokens_transliteration
S1-2244812	S3-298637087	S3	brightify massage	15315 statice trail houston tx	us	us	brightify,massage	partial_token_overlap_unindexed
S1-760737194	S3-811159777	S3	fresh ice cream	3538 davis stuart road unit 9 lewisburg wv	us	us	fresh,ice,cream	partial_token_overlap_unindexed
S1-857694595	S2-209901958	S2	lewis culpepper and webster holding group	5060 106th street omaha ne	us	us	holding,culpepper,and,webster,lewis	partial_token_overlap_unindexed
S1-998456115	S3-466750354	S3	anitra griffin specialty llc	15 windsweep court unit 129 phenix city al	us	us	anitra,griffin	partial_token_overlap_unindexed
S1-963104624	S3-515019758	S3	smith brewing inc	4525 garvin circle unit apt e saint louis mo	us	us	smith,inc,brewing	partial_token_overlap_unindexed
S1-371680181	S2-789061718	S2	heda s advanced specialists	in bloomington 3302 windcrest drive	us	us	heda,advanced,s	partial_token_overlap_unindexed
S1-216181354	S2-302685491	S2	united consultants private limited	1 522a survey no 52 rajput associates kolkhe panvel raigarh mh maharashtra	india	india	united,limited,consultants	partial_token_overlap_unindexed
S1-43298878	S3-693670779	S3	middleton bitcoin of jackson llc	17 barksdale cove jackson tn	us	us		zero_shared_tokens_transliteration
S1-456209472	S2-557352654	S2	ninnette s landscaping	50 sourwood drive franklin county va	us	us	s,ninnette	partial_token_overlap_unindexed
S1-471942318	S3-548823955	S3	lawson corporation	221 j e gentry road crumpler nc	us	us	lawson,corporation	partial_token_overlap_unindexed
S1-578696075	S2-689349997	S2	diane marie lopez internet llc	2320 7 unit unit c oswego ny	us	us	diane,lopez,internet,marie	partial_token_overlap_unindexed
S1-972835752	S3-200790587	S3	ashe abbie g o d	town of monroe 974 f street wi	us	us		zero_shared_tokens_transliteration
S1-165203567	S2-750831126	S2	ear nose and throat health	7240 heather trail il justice	us	us	ear,throat,nose,and	partial_token_overlap_unindexed
S1-708159128	S3-384094442	S3	wong graf llc	6234 cortez street glendale az	us	us	wong,graf	partial_token_overlap_unindexed
S1-25237941	S3-287573812	S3	octavia s select marketing llc	1011 4th avenue newton ia	us	us	llc,octavia,marketing,s	partial_token_overlap_unindexed
S1-34292661	S2-226604093	S2	rishabh island care	flat no 203 2nd floor underhill road civil line new delhi south delhi delhi	india	india	island,care,rishabh	partial_token_overlap_unindexed
S1-525946045	S3-763827735	S3	rdb institute of technology private limited	a2 104 kapoor apartment burmese colony jaipur rajasthan	india	india	institute,of,technology,private,rdb	partial_token_overlap_unindexed
S1-7101839	S3-794888662	S3	holo sangh associates	wework manyata redwood d3block manayatatech park bangalore north bangalore karnataka	india	india	sangh,associates	partial_token_overlap_unindexed
S1-922994065	S3-772978028	S3	amethi finance limited	amethi uttar pradesh sultanpur c o narsingh yadav ramganj ram awadh rampur ramganj	india	india	limited,amethi	partial_token_overlap_unindexed
S1-982814551	S3-678177576	S3	cj contractorsprivate private limited	47 b 5 m h colony baiganwadi govandi mumbai maharashtra	india	india	contractorsprivate,cj,private	partial_token_overlap_unindexed
S1-847149133	S3-83972945	S3	gpt micro llc	1951 virginia avenue bluefield town va	us	us		zero_shared_tokens_transliteration
S1-840453714	S3-729863707	S3	tricon consultancy	c 21 second floor shivalik new delhi south delhi delhi	india	india	tricon,consultancy	partial_token_overlap_unindexed
S1-958666877	S3-951795149	S3	timber ubs	6548 iron horse boulevard north richland hills tx	us	us	ubs	partial_token_overlap_unindexed
S1-353716831	S3-830911547	S3	cultural charities	1305 home avenue village of fox crossing wi	us	us	cultural	partial_token_overlap_unindexed
S1-976821840	S3-401324427	S3	indo infrastructure private limited	mumbai a 23 92 hari ichharajawadi co op hsg soc ghatkopar e mumbai maharashtra	india	india		empty_or_missing_name
S1-952088099	S3-366360664	S3	regional institute	sumner 1457 county road 32200 tx	us	us		zero_shared_tokens_transliteration
S1-904812775	S2-317577686	S2	sun care private limited	building no 59 ward 7 ekm etr road manickanamparambil buildings nadakavu udayamperoor ernakulam kerala	india	india		zero_shared_tokens_transliteration
S1-374654283	S2-158308287	S2	sunrise trading private limited	c o atmaram baburao kale at chondhi kh tq sengaon sengaon hingoli maharashtra	india	india	sunrise,limited,trading	partial_token_overlap_unindexed
S1-112698887	S2-49117955	S2	shree finance private limited	no 118 e building b velachery main road guindy chennai tamil nadu	india	india	shree,private,limited	partial_token_overlap_unindexed
S1-500026447	S3-808112600	S3	medeiros signature catalyst inc	35 poplar court fletcher nc	us	us	inc,medeiros,catalyst	partial_token_overlap_unindexed
S1-215396556	S3-242469023	S3	atlantic college clinic	1710 muleshoe road dallas tx	us	us	clinic,atlantic	partial_token_overlap_unindexed
S1-442397151	S2-820993684	S2	roopansh solutions private limited	maharashtra garden lane sher e punjab soc 29 5 lotus building mumbai andheri east	india	india	solutions,roopansh,limited	partial_token_overlap_unindexed
S1-500841209	S3-61034637	S3	bautista properties llc	7196 state route 14 mcleansboro il	us	us		zero_shared_tokens_transliteration
S1-458365510	S2-547659164	S2	paulita wilson columbia partners	1550 beverly court unit unit a ontario ca	us	us		zero_shared_tokens_transliteration
S1-366856374	S2-933365761	S2	novic stifel llc	21 earl road hutchinson mn	us	us	stifel,novic	partial_token_overlap_unindexed
S1-798119049	S2-613137008	S2	redwood transport	44 wood street woburn ma	us	us	redwood,transport	partial_token_overlap_unindexed
S1-152837942	S3-112381923	S3	vijay agro private limited	46 shantai bunglow gangadham bunglow society market yard pune maharashtra	india	india	vijay,agro	partial_token_overlap_unindexed
S1-84421663	S2-282392881	S2	mumbai hospital private limited	4 hira bldg champshi bhimji road mazgaon mumbai mumbai city maharashtra	india	india	private,limited,mumbai	partial_token_overlap_unindexed
S1-604117272	S2-750921821	S2	hitech supreme services private limited	koraput orissa plot no 423 3669 khata no 65 3205 tala indira nagar semiliguda	india	india		empty_or_missing_name
S1-105438216	S3-51305734	S3	pl berkley inc	708 coshocton avenue mount vernon oh	us	us		zero_shared_tokens_transliteration
S1-251007435	S3-733643091	S3	south ram engineering private limited	ground floor malerkotla road raikot ludhiana punjab	india	india		empty_or_missing_name
S1-195381333	S2-321392297	S2	jaipur systems pvt ltd	business avenue b 12 s 2 iind floor above idbi bank govind marg raja park adars h nagar jaipur rajasthan	india	india		zero_shared_tokens_transliteration
S1-241610774	S3-99358333	S3	irwin amc inc	11122 17th place tulsa ok	us	us	inc,irwin,amc	partial_token_overlap_unindexed
S1-313176899	S3-769375224	S3	manasi system pvt ltd	shop no ug 29 palika place r k marg new delhi delhi new delhi central delhi delhi	india	india	manasi,pvt,ltd	partial_token_overlap_unindexed
S1-474680967	S3-654994107	S3	surat academy private limited	plot a 5 sainath society nr gujarat gas pump bhatar char rasta bhatar road surat gujarat surat sy no 41	india	india	private,academy	partial_token_overlap_unindexed
S1-966607820	S2-591332849	S2	bramha chemicals private limited	above numero uno showroom 2nd floor near atul katariya chowk gurgaon haryana 1976 2 gurugram	india	india	private,limited,chemicals	partial_token_overlap_unindexed
S1-740943681	S3-432452973	S3	cooley carley p dds m d p c	1173 penobscot drive soddy daisy tn	us	us		zero_shared_tokens_transliteration
S1-748364403	S3-355553997	S3	eye group	802 buffalo street unit 8 johnson city tn	us	us	eye,group	partial_token_overlap_unindexed
S1-208031709	S3-13604020	S3	prairie charities inc	22840 lawndale avenue richton park il	us	us	inc,prairie	partial_token_overlap_unindexed
S1-346778668	S2-104897709	S2	coastal superior pegasus	1389 miller avenue columbus oh	us	us		zero_shared_tokens_transliteration
S1-864883720	S2-300123352	S2	sky projects	no 1038 perumal koil st kannigaipair uthukottai tamil nadu tiruvallur uttukottai	india	india		empty_or_missing_name
S1-875672601	S3-340874682	S3	nova	104 lewis street kittitas wa	us	us	nova	partial_token_overlap_unindexed
S1-461322371	S3-905490616	S3	frontier capital partners llc	1355 villa avenue villa park il	us	us	llc,capital,frontier	partial_token_overlap_unindexed
S1-467800339	S2-797035971	S2	raj projects private limited	tower a 5th floor mis deeta construction pvt ltd no 51 deverabisanahalli innov8 mantri commercio bangalore karnataka bangalore south	india	india		empty_or_missing_name
S1-790495555	S3-591241393	S3	operating engineers local union 166	224 n avon avenue wadsworth city oh	us	us	operating,engineers,local	partial_token_overlap_unindexed
S1-453231993	S2-556194445	S2	aditya energy limited	no 2 bangalore karnataka bangalore ii floor r r chambers 11th main road vasanth nagar	india	india		empty_or_missing_name
S1-809913631	S3-178293546	S3	supreme airport	19 sunset drive charlton ma	us	us	supreme,airport	partial_token_overlap_unindexed
S1-71331843	S3-442635663	S3	birch	267 shelby avenue unit 2 radcliff ky	us	us	birch	partial_token_overlap_unindexed
S1-743380777	S3-25305488	S3	nx infra limited	allahabad 13e 16 rajeev nagar shutur khana prayagraj uttar pradesh	india	india	infra,nx	partial_token_overlap_unindexed
S1-590049156	S2-31380386	S2	lear services corp	17 a british indian street kolkata calcutta west bengal	india	india	lear,services	partial_token_overlap_unindexed
S1-66272365	S2-59577002	S2	new traders private limited	28 new manak nagar manak nagar lucknow uttar pradesh	india	india	private,traders,limited,new	partial_token_overlap_unindexed
S1-824373227	S2-848669792	S2	surgical group	2630 prairie avenue unit 105 south bend in	us	us	group,surgical	partial_token_overlap_unindexed
S1-952031448	S3-215010486	S3	quantis iii llc	384 sandy creek drive 75182 tx	us	us	iii,quantis	partial_token_overlap_unindexed
S1-562989120	S2-358084731	S2	acp plus private limited	hyderabad telangana pt 55 and 56 sy no 102 103 p and 1 ph ii h no 4 50 p ii 55 1f to 5f gachibowli hyderabad	india	india	plus,private,acp	partial_token_overlap_unindexed
S1-381286473	S3-162606363	S3	drayance software llc	3442 mary avenue murfreesboro tn	us	us	llc,drayance	partial_token_overlap_unindexed
S1-23180298	S3-765449595	S3	new delhi chit pvt ltd	1861 2nd floor outram lane gtb nagar new delhi delhi	india	india	pvt,ltd,new,chit	partial_token_overlap_unindexed
S1-880699973	S2-827334828	S2	jeevan enterprises private limited	5f everest46 c chowrighee road p s shakeapeare sarani kolkata calcutta west bengal	india	india	jeevan,enterprises,private	partial_token_overlap_unindexed
S1-710774853	S2-233595789	S2	internal medicine choice associates llc	2875 whitman creek road whitman wv	us	us	medicine,llc,choice,internal	partial_token_overlap_unindexed
S1-131392607	S2-493194572	S2	excel marketing private limited	d 285 vivek vihar phase i delhi east delhi delhi	india	india		zero_shared_tokens_transliteration
S1-927476499	S3-978786833	S3	ns bright tungsten llc	975 eastwind drive westerville oh	us	us	bright,ns,tungsten	partial_token_overlap_unindexed
S1-221443075	S2-804818360	S2	iris advisors	house no 777 raghubir bhawanmadan pur khadar sarita vihar delhi south delhi delhi	india	india	iris	partial_token_overlap_unindexed
S1-218464093	S2-499271904	S2	services credits diagnostic partners	shop no 3 127 bandlaguda r c puram sangareddy hyderabad medak telangana	india	india	diagnostic,services,credits	partial_token_overlap_unindexed
S1-565449058	S3-993492666	S3	balaji exports	186 tilakpath rambagh indore madhya pradesh	india	india		empty_or_missing_name
S1-28313199	S3-272275561	S3	virtue and desantis resource llc	1848 woodstork lane bolivia nc	us	us	virtue,and,resource,desantis	partial_token_overlap_unindexed
S1-953821708	S3-54601975	S3	2823 market st management llc	2305 aurora drive bldg 26 pingree grove il	us	us		zero_shared_tokens_transliteration
S1-560220771	S2-773316983	S2	highland academy	1141 altamont avenue rotterdam ny	us	us	highland	partial_token_overlap_unindexed
S1-506790583	S3-375462302	S3	noel vista inc	18880 butler avenue lincoln de	us	us	noel,inc	partial_token_overlap_unindexed
S1-362335010	S2-423180746	S2	universal impex limited	north fort gate thripunithura ernakulam kerala	india	india		empty_or_missing_name
S1-607920224	S2-710961954	S2	molina heritage retail pc	15513 mason circle omaha ne	us	us	molina,heritage,retail	partial_token_overlap_unindexed
S1-637849531	S3-962883662	S3	oncology clinic llc	275 maryland avenue oh sebring	us	us	oncology,llc	partial_token_overlap_unindexed
S1-955866957	S3-138999914	S3	great investment private limited	51 1 6 5b sri ram nagar jagannaickpur kakinada east godavari andhra pradesh	india	india		empty_or_missing_name
S1-232165020	S3-783936290	S3	tanna drives private limited	48 part c second floor najafgarh road rama road new delhi west delhi delhi	india	india	tanna,drives	partial_token_overlap_unindexed
S1-596375677	S3-369677577	S3	tech tech private limited	plot no d 3 1 1 at midc deori deori gondiya maharashtra	india	india		empty_or_missing_name
S1-161609847	S2-993523502	S2	joela ringo precision spruce inc	416 tyler street richardson tx	us	us	inc,joela,precision,spruce	partial_token_overlap_unindexed
S1-674762593	S2-896687938	S2	roopika farms private limited	aipl business club tower a medawas sector 62 gurugram gurgaon haryana	india	india	private,farms,roopika	partial_token_overlap_unindexed
S1-920862472	S3-179029838	S3	autism assistance association	7806 162nd street unit unit 1102 bixby ok	us	us	autism,assistance	partial_token_overlap_unindexed
S1-827268726	S3-242631512	S3	good management private limited	3rd floor survey no 210 pride purple square kalewadi phata pune city pune maharashtra	india	india	private,management,good	partial_token_overlap_unindexed
S1-507722559	S3-92010124	S3	supreme construction collective	655 promenade parkway unit 2092 irving tx	us	us	supreme,construction	partial_token_overlap_unindexed
S1-641889632	S3-854001104	S3	metro rocky united	3007 firwood drive austin tx	us	us	rocky,metro	partial_token_overlap_unindexed
S1-121300600	S2-190223656	S2	heartland custom blueport	4249 shadwell drive evansville in	us	us		zero_shared_tokens_transliteration
S1-832969377	S3-337380414	S3	patriot patriot monte inc	9945 tammy lane magnolia tx	us	us	monte,patriot	partial_token_overlap_unindexed
S1-44465312	S2-463710184	S2	rohan ventures	flat no 304 sai surabhi awas apts madhura nagar hyderabad hyderabad telangana	india	india	ventures,rohan	partial_token_overlap_unindexed
S1-460213830	S2-369534902	S2	vanguard cloud union	28 meadows lane riddleton tn	us	us	cloud,vanguard	partial_token_overlap_unindexed
S1-343832749	S2-908661509	S2	keystone	12213 307th place auburn wa	us	us	keystone	partial_token_overlap_unindexed
S1-222587463	S2-826589591	S2	noor wireless llc	1935 alison court unit b11 atlanta ga	us	us		zero_shared_tokens_transliteration
S1-627978216	S3-721124655	S3	luxe consultants	lucknow uttar pradesh lucknow lower ground floor surya complex ganeshganj aminabad d 1	india	india	luxe,consultants	partial_token_overlap_unindexed
S1-218948566	S2-454383040	S2	vision global solutions private limited	pune midc industrial estate bhosari w51 pune maharashtra	india	india		empty_or_missing_name
S1-593539933	S3-597079128	S3	primary care clinic of damascus	6 tori lane damascus ar	us	us	care,of,clinic,damascus,primary	partial_token_overlap_unindexed
S1-518019134	S2-877909006	S2	longshoremen local union 938 p c	ma barnstable 733 main street unit g	us	us	union,local,longshoremen,c,p	partial_token_overlap_unindexed
S1-290362235	S3-493160362	S3	producer yashoda enterprises limited	20 1st floor rt nagar main road rt nagar bengaluru bangalore karnataka	india	india	enterprises,limited,producer	partial_token_overlap_unindexed
S1-809468435	S3-721808321	S3	certified defense networks care	214 catalina street aransas county tx	us	us	care,certified,networks	partial_token_overlap_unindexed
S1-545495479	S3-926572799	S3	ankur service limited	c o kanhaiya prasad purab tola siwan bihar	india	india	ankur,service	partial_token_overlap_unindexed
S1-131839362	S3-441395187	S3	foot and ankle care of round lake beach llc	1998 comanche trail round lake beach il	us	us	care,round,of,beach,lake,foot,and,ankle	partial_token_overlap_unindexed
S1-621761582	S2-179489971	S2	dynamic properties pvt ltd	39 17 48 1 main road near 48 busstop visakhapatnam urban visakhapatnam vishakhapatnam andhra pradesh	india	india		empty_or_missing_name
S1-847865812	S2-958194483	S2	indian producer private limited	146 kandasamy layout sivananda colony coimbatore south coimbatore tamil nadu	india	india		empty_or_missing_name
S1-841221633	S3-284232673	S3	shree designs private limited	acme eden court sector 91 punjab mohali flat no 701	india	india	shree,private,limited	partial_token_overlap_unindexed
S1-17363601	S2-135846517	S2	lazo horizon spartacus center	johnson city 1206 meadowview avenue tn	us	us	lazo,spartacus,center,horizon	partial_token_overlap_unindexed
S1-68327405	S2-573910327	S2	meify rate ltd	1021 juneberry place oxnard ca	us	us	meify,rate	partial_token_overlap_unindexed
S1-476024246	S3-726156549	S3	big ventures private limited	sir mount near vasupujya bunglows s g road satelite ahmedabad 5th fl 501 ahmedabad gujarat	india	india	ventures,private,big	partial_token_overlap_unindexed
S1-575476192	S3-107219093	S3	express preferred grid llc	7 hale street newton ma	us	us	express,grid,preferred	partial_token_overlap_unindexed
S1-357344139	S2-837300598	S2	holy israel	fair oaks ca 5337 sunrise boulevard	us	us	holy	partial_token_overlap_unindexed
S1-585512613	S2-799627606	S2	foot and ankle heritage physicians inc	5013 needhams trail seagrove nc	us	us	ankle,foot,heritage,and	partial_token_overlap_unindexed
S1-541943581	S3-445501696	S3	invent exports company	lucknow uttar pradesh lucknow p no 18 sanjivani homes 3 tarak purwa tiwariganj	india	india	invent,exports	partial_token_overlap_unindexed
S1-930487785	S2-912430239	S2	white accounting llc	1610 7th avenue unit b nashville tn	us	us	white,accounting	partial_token_overlap_unindexed
S1-341137426	S2-702523496	S2	tomasina s blanco m d group	6249 blackhawk drive glendale az	us	us		zero_shared_tokens_transliteration
S1-648894561	S2-443506042	S2	supreme consultants private limited	236 and 237 the galleria dlf second floor mayur vihar ext 1 noida link road new delhi east delhi delhi	india	india		empty_or_missing_name
S1-797931932	S3-295523677	S3	electronic wellness networks inc	11903 oak street jenks ok	us	us	wellness,electronic	partial_token_overlap_unindexed
S1-59306179	S3-634998202	S3	trusted preferred futurecrest partners	513 foxfire street mcpherson ks	us	us	trusted,partners,futurecrest	partial_token_overlap_unindexed
S1-403593017	S2-255723652	S2	brown and davila rivernorth llc	camarillo ca 2013 buena vista drive	us	us	brown,llc,and,davila	partial_token_overlap_unindexed
S1-49474663	S2-971198456	S2	dynamic products private limited	96 718 ist floor mohan market ranagaswamy temple street bangalore 53 bangalore karnataka	india	india		empty_or_missing_name
S1-513693430	S3-952559888	S3	tao international pllc	149 levi lane corrales nm	us	us	tao,international	partial_token_overlap_unindexed
S1-668946146	S3-253337916	S3	pediatric partners	208 westside street rockingham nc	us	us	pediatric,partners	partial_token_overlap_unindexed
